target_id,name,level,x,y,desc,resource1,resource2,loot_ids,unit_count,unit_categories,units,query_x,query_y
2465743,7级山贼,7,0,49,"大批资源,有宝箱,",685,1437,14849,3,步兵,屠唱美:轻步兵x1244 | 敖益:轻步兵x1120 | 滕儿谷:轻步兵x1225,0,48
2465274,8级山贼,8,0,50,"大批资源,",1096,2568,1069,4,战车;骑兵,穆旋:骁骑兵x739 | 厍亦槐:投石车x1084 | 慕容筠:轻骑兵x1214 | 敖筠:投石车x976,0,48
2463417,4级山贼,4,0,51,"很多资源,",177,454,,2,步兵,刁衍歌:近卫兵x377 | 熊云娴:近卫兵x357,0,48
2464508,10级山贼,10,0,52,"大批资源,有宝箱,",2168,5435,,5,弓弩;战车;骑兵,魏曾析:投石车x2161 | 韶寻:弩骑兵x1908 | 谷倩:弩骑兵x2116 | 水珺:骁骑兵x1660 | 莫渺熙:弩车x219,0,48
2466946,10级山贼,10,0,54,"大批资源,有宝箱,一些宝物,",2118,4667,,5,弓弩;战车;骑兵,欧阳虹:骁骑兵x1777 | 吴浦:弩骑兵x2103 | 秦雅:骁骑兵x1730 | 山玮勃:投石车x1821 | 于彤:骁骑兵x1678,0,54
2468694,6级山贼,6,0,55,"大量资源,有宝箱,有装备,",314,878,1059,3,弓弩;步兵;骑兵,金海:轻步兵x828 | 凤朝涆:强弩兵x1173 | 成斯:铁骑兵x630,0,54
2463727,2级山贼,2,1,1,"许多资源,",82,293,,1,步兵,弓尝涤:民兵x320,0,0
2469125,7级山贼,7,1,2,"大批资源,",562,1536,,3,弓弩;骑兵,陆举友:强弩兵x1603 | 宦阵:强弩兵x1405 | 巢强魄:铁骑兵x924,0,0
2466158,1级山贼,1,1,4,"一些资源,",48,114,,1,步兵,亓官常福:民兵x140,0,0
2464340,9级山贼,9,1,6,"大批资源,有宝箱,一些宝物,",1443,3713,1070;1074,4,骑兵,冷绍枫:骁骑兵x981 | 卫澜发:骁骑兵x1048 | 敖祯:骁骑兵x950 | 庄纵果:骁骑兵x1028,0,6
2465344,10级山贼,10,1,8,"大批资源,有宝箱,一些宝物,",2133,5065,1084;1793,5,弓弩;战车;骑兵,胡母蔚:弩骑兵x1869 | 沈昂澜:重弩车x740 | 濮阳葱:投石车x2039 | 乐正单心:弩骑兵x1928 | 项悟:骁骑兵x1998,0,6
2464241,1级山贼,1,1,9,"一些资源,",56,120,1030,1,步兵,荣璧:民兵x136,0,6
2464124,10级山贼,10,1,10,"大批资源,有宝箱,一些宝物,",1958,4762,1793,5,弓弩;战车;骑兵,费翊:投石车x1987 | 怀幼晗:骁骑兵x1737 | 金沛夏:弩骑兵x2158 | 魏育寒:骁骑兵x1775 | 翁希:骁骑兵x1646,0,6
2465574,8级山贼,8,1,11,"大批资源,一些宝物,",954,2451,3073,4,骑兵,窦依:骁骑兵x765 | 卢禧:骁骑兵x717 | 景和彬:轻骑兵x1227 | 公西悌济:轻骑兵x1191,0,6
2466991,2级山贼,2,1,12,"许多资源,",83,263,1039,1,步兵,安铄:民兵x325,0,12
2462905,9级山贼,9,1,13,"大批资源,有宝箱,有装备,",1779,3909,1074;16790273,4,战车;骑兵,姬龙:投石车x1297 | 宦尔丹:投石车x1283 | 苗濮:投石车x1338 | 时名:轻骑兵x1714,0,12
2465893,8级山贼,8,1,14,"大批资源,有宝箱,有装备,",999,2518,,4,战车;骑兵,钟馨醉:骁骑兵x787 | 庚虹醉:投石车x971 | 古亦:重弩车x360 | 冉玥:骁骑兵x830,0,12
2463731,8级山贼,8,1,16,"大批资源,",919,2566,1069,4,战车;骑兵,成美奕:投石车x1018 | 项武熙:投石车x923 | 乔建:骁骑兵x707 | 劳琴惠:轻骑兵x1151,0,12
2463773,8级山贼,8,1,18,"大批资源,有宝箱,",1065,2528,1069,4,战车;骑兵,温颂:投石车x949 | 丛弼:骁骑兵x735 | 冉楠:重弩车x376 | 温荫:轻骑兵x1165,0,18
2469133,2级山贼,2,1,19,"许多资源,",92,248,,1,步兵,宓年:民兵x327,0,18
2469504,6级山贼,6,1,20,"大量资源,有装备,",376,918,1051,3,弓弩,刘绮竹:弓兵x358 | 屠敏熏:强弩兵x1081 | 薄晖男:弓兵x385,0,18
2465629,9级山贼,9,1,21,"大批资源,",1576,3983,,4,战车;骑兵,伍以乐:骁骑兵x1040 | 季尔:骁骑兵x1070 | 赵青:重弩车x455 | 耿畅:轻骑兵x1737,0,18
2469172,7级山贼,7,1,22,"大批资源,有宝箱,",686,1685,1064;1064,3,弓弩;骑兵,季业:铁骑兵x813 | 邴柏:强弩兵x1722 | 沙通石:弓兵x586,0,18
2465179,1级山贼,1,1,26,"一些资源,",56,142,,1,步兵,干墨:民兵x164,0,24
2466167,1级山贼,1,1,29,"一些资源,",40,130,,1,步兵,连柏:民兵x144,0,24
2466697,1级山贼,1,1,32,"一些资源,",48,142,,1,步兵,寿苑懋:民兵x153,0,30
2466375,6级山贼,6,1,33,"大量资源,一些宝物,",303,847,1059,3,弓弩;步兵;骑兵,俞自阵:铁骑兵x627 | 惠游瑶:强弩兵x1204 | 井燕熙:轻步兵x916,0,30
2465838,2级山贼,2,1,34,"许多资源,有装备,",100,259,16777217,1,步兵,庄怡:民兵x270,0,30
2467153,6级山贼,6,1,37,"大量资源,有宝箱,",315,961,,3,弓弩;步兵;骑兵,晁悦音:轻步兵x898 | 郗基楠:铁骑兵x617 | 牛熙:强弩兵x1095,0,36
2464402,7级山贼,7,1,38,"大批资源,有宝箱,",599,1589,1064,3,弓弩;步兵;骑兵,宦吉骞:弓兵x545 | 家曦:铁骑兵x821 | 殳无剑:轻步兵x1145,0,36
2469674,4级山贼,4,1,39,"很多资源,",163,405,,2,步兵,羿福合:重步兵x548 | 师家晴:重步兵x533,0,36
2467150,6级山贼,6,1,41,"大量资源,有宝箱,有装备,",363,816,1059,3,步兵;骑兵,戚允潇:轻步兵x792 | 姬帅:铁骑兵x593 | 皇甫向怜:轻步兵x930,0,36
2467272,5级山贼,5,1,43,"大量资源,有宝箱,",286,782,13569,2,步兵;骑兵,麻依:铁骑兵x315 | 冷悦:轻步兵x495,0,42
2467714,5级山贼,5,1,45,"很多资源,",260,614,1054,2,弓弩;步兵,应宁:强弩兵x720 | 蓟和颜:轻步兵x504,0,42
2467036,10级山贼,10,1,46,"大批资源,一些宝物,",2000,4631,1084;1075,5,弓弩;骑兵,祁益彤:骁骑兵x1901 | 鲁望:弩骑兵x2025 | 邢容:骁骑兵x1726 | 秋昶萍:骁骑兵x1873 | 饶知专:骁骑兵x1620,0,42
2468225,6级山贼,6,1,48,"大量资源,有装备,",314,958,16790017,3,弓弩;骑兵,席松茵:强弩兵x1251 | 寇雅倩:弓兵x414 | 关黎拔:铁骑兵x655,0,48
2468642,1级山贼,1,1,50,"一些资源,",45,103,1032,1,步兵,蔺熏芸:民兵x151,0,48
2469193,1级山贼,1,1,52,"一些资源,",59,112,,1,步兵,巩虹向:民兵x164,0,48
2467564,1级山贼,1,1,53,"一些资源,",52,129,,1,步兵,霍航诩:民兵x158,0,48
2463383,9级山贼,9,1,54,"大批资源,有宝箱,有装备,一些宝物,",1527,3656,1793,4,战车;骑兵,顾茵:骁骑兵x1088 | 车良:骁骑兵x1023 | 司徒寒鸥:投石车x1360 | 苗旻:重弩车x496,0,54
2464303,2级山贼,2,1,55,"许多资源,",88,277,,1,步兵,步含青:民兵x302,0,54
2468311,3级山贼,3,2,0,"很多资源,",153,349,1037,1,步兵,司徒祈潍:民兵x844,0,0
2468385,3级山贼,3,2,2,"很多资源,",148,393,,1,步兵,毕凡:民兵x814,0,0
2469233,10级山贼,10,2,3,"大批资源,有装备,一些宝物,",2085,5360,1078;16779777,5,弓弩;战车;骑兵,申程琛:骁骑兵x1891 | 贡析鸾:重弩车x742 | 阎礼:弩骑兵x1816 | 子车访:弩骑兵x1968 | 艾穰:骁骑兵x1746,0,0
2469149,5级山贼,5,2,4,"很多资源,",259,661,,2,步兵,鄂卉:轻步兵x524 | 易晔吟:轻步兵x530,0,0
2464792,4级山贼,4,2,6,"很多资源,",154,455,,2,步兵,皇甫颀悦:近卫兵x376 | 慕容唱:近卫兵x342,0,6
2466341,6级山贼,6,2,10,"大量资源,一些宝物,",329,826,1059,3,弓弩;步兵,周昂月:轻步兵x914 | 宗政蓉:强弩兵x1217 | 吕幻举:轻步兵x791,0,6
2467682,6级山贼,6,2,12,"大量资源,有宝箱,",371,961,1059,3,弓弩;步兵;骑兵,鱼睿:铁骑兵x612 | 朱卿:强弩兵x1026 | 鞠锐韵:轻步兵x920,0,12
2465454,8级山贼,8,2,13,"大批资源,有宝箱,",1046,2474,1793;1069,4,战车;骑兵,许谊惠:轻骑兵x1300 | 濮帅:重弩车x378 | 陶颜笑:轻骑兵x1106 | 乔心豫:重弩车x362,0,12
2464828,6级山贼,6,2,18,"大量资源,有宝箱,",393,966,1059,3,弓弩;步兵,祝煦:轻步兵x867 | 童识莫:轻步兵x796 | 仲娴:强弩兵x1079,0,18
2469008,6级山贼,6,2,19,"大量资源,有宝箱,",386,813,,3,弓弩;步兵,司空曾:强弩兵x1046 | 宋石:轻步兵x842 | 广勤:轻步兵x832,0,18
2465015,9级山贼,9,2,20,"大批资源,",1471,3865,,4,战车;骑兵,訾元:重弩车x491 | 籍紫菡:骁骑兵x1008 | 容映:骁骑兵x1060 | 东璨为:重弩车x497,0,18
2467628,7级山贼,7,2,21,"大批资源,",580,1651,1064,3,弓弩;骑兵,越珠识:铁骑兵x925 | 昝时童:强弩兵x1410 | 荆芸:强弩兵x1740,0,18
2468985,3级山贼,3,2,24,"许多资源,",156,316,1043,1,步兵,匡葱:民兵x790,0,24
2466253,1级山贼,1,2,25,"一些资源,",50,101,,1,步兵,苗怡:民兵x149,0,24
2466899,6级山贼,6,2,26,"大量资源,",347,840,,3,弓弩;步兵,丰健:轻步兵x805 | 慎璧桃:弓兵x351 | 和慈士:强弩兵x1084,0,24
2467561,5级山贼,5,2,27,"很多资源,",295,713,,2,弓弩;骑兵,谷绮:铁骑兵x319 | 岑昂昶:强弩兵x797,0,24
2465123,5级山贼,5,2,28,"很多资源,",264,714,1054,2,弓弩;骑兵,艾曦:铁骑兵x373 | 蓝醒:强弩兵x725,0,24
2469537,7级山贼,7,2,30,"大批资源,有宝箱,有装备,",509,1406,,3,弓弩;步兵;骑兵,霍歆:强弩兵x1500 | 柯唱元:轻步兵x1205 | 子车禧自:铁骑兵x834,0,30
2466256,1级山贼,1,2,36,"一些资源,",44,144,,1,步兵,高冰:民兵x147,0,36
2467670,8级山贼,8,2,43,"大批资源,",903,2750,1069,4,骑兵,太叔珺:骁骑兵x766 | 党逸忆:骁骑兵x828 | 劳绮柏:轻骑兵x1171 | 宓渺艾:骁骑兵x764,0,42
2463428,5级山贼,5,2,44,"很多资源,",284,607,,2,弓弩;步兵,雍煜:轻步兵x519 | 管今:强弩兵x761,0,42
2467790,4级山贼,4,2,45,"很多资源,",172,487,,2,步兵,林畅:民兵x1155 | 郜音:近卫兵x404,0,42
2466240,6级山贼,6,2,46,"大量资源,一些宝物,",308,880,4097,3,弓弩;步兵;骑兵,岑栩浚:轻步兵x799 | 松采敬:弓兵x362 | 宿娥:铁骑兵x553,0,42
2463658,7级山贼,7,2,49,"大批资源,",624,1698,1064,3,弓弩;骑兵,廖瑶:弓兵x563 | 章溥:铁骑兵x862 | 司马婉:铁骑兵x903,0,48
2463754,2级山贼,2,2,50,"许多资源,",83,229,1030,1,步兵,巫云:民兵x322,0,48
2466706,10级山贼,10,2,51,"大批资源,有宝箱,一些宝物,",1960,4675,1084;1082,5,弓弩;战车;骑兵,仲寰:重弩车x726 | 黄冰勤:弩骑兵x1906 | 毋菱:弩骑兵x1995 | 阚姮:骁骑兵x1643 | 杭澜郎:投石车x1839,0,48
2466393,6级山贼,6,2,54,"大量资源,有宝箱,有装备,",357,920,1059;16790017,3,步兵;骑兵,谷郁煦:铁骑兵x630 | 臧黎:轻步兵x800 | 孙鹤:轻步兵x917,0,54
2466406,10级山贼,10,3,0,"大批资源,有宝箱,一些宝物,",1838,5429,,5,弓弩;战车,莫梅:弩骑兵x2153 | 咸霁清:弩骑兵x1964 | 单定佑:重弩车x764 | 裴悌薄:投石车x1910 | 劳勋访:弩车x213,3,0
2466154,10级山贼,10,3,2,"大批资源,一些宝物,",2103,5048,3073,5,弓弩;战车;骑兵,苗筠:弩车x207 | 蓬山凝:弩骑兵x2111 | 桂萌勇:骁骑兵x1696 | 公羊韦:骁骑兵x1836 | 仲瑜:重弩车x788,3,0
2466602,5级山贼,5,3,3,"大量资源,有宝箱,",292,736,,2,弓弩;骑兵,韩吉吉:铁骑兵x341 | 党英北:强弩兵x742,3,0
2463630,4级山贼,4,3,4,"很多资源,",150,449,,2,步兵,管墨锦:民兵x1298 | 侯桂泰:民兵x1187,3,0
2468633,5级山贼,5,3,5,"很多资源,一些宝物,",271,786,4097,2,弓弩;骑兵,臧柳咏:铁骑兵x369 | 龙迎柳:强弩兵x865,3,0
2465828,4级山贼,4,3,14,"很多资源,",162,418,,2,步兵,屠禹:民兵x1243 | 丛珺:重步兵x516,3,12
2463743,1级山贼,1,3,15,"一些资源,",49,113,,1,步兵,谭畅:民兵x148,3,12
2463291,1级山贼,1,3,16,"一些资源,",44,119,,1,步兵,乌邢:民兵x139,3,12
2463676,9级山贼,9,3,18,"大批资源,有宝箱,",1443,4321,,4,战车;骑兵,阙霖宜:骁骑兵x1038 | 简惠:投石车x1267 | 伊凌柔:重弩车x431 | 邹真冬:骁骑兵x1050,6,18
2467892,8级山贼,8,3,19,"大批资源,有宝箱,",1063,2259,,4,战车;骑兵,勾琦:骁骑兵x818 | 庄建曲:重弩车x322 | 宰黛云:重弩车x347 | 廖雨福:骁骑兵x678,6,18
2467627,10级山贼,10,3,20,"大批资源,有宝箱,一些宝物,",2027,5126,29441;3074;1084,5,弓弩;战车;骑兵,贲煊识:投石车x2184 | 郏娥:弩骑兵x1813 | 慕容嗣:投石车x2075 | 邬常:弩骑兵x1970 | 韩春嫒:骁骑兵x1613,6,18
2464837,1级山贼,1,3,21,"一些资源,",56,133,,1,步兵,邢咏宜:民兵x164,6,18
2463944,6级山贼,6,3,22,"大量资源,有宝箱,",340,811,14849,3,弓弩;步兵,田鑫歌:轻步兵x838 | 胥洁:强弩兵x1059 | 夏蝶璧:强弩兵x1016,6,18
2465443,6级山贼,6,3,23,"大量资源,",305,980,1059,3,弓弩;步兵;骑兵,糜聪:轻步兵x781 | 濮宛涵:铁骑兵x612 | 堵静:强弩兵x1205,6,18
2469278,10级山贼,10,3,24,"大批资源,有宝箱,一些宝物,",2082,4829,1084;1084,5,弓弩;战车,相里锖童:重弩车x745 | 庚彦映:投石车x1844 | 明颀:投石车x1975 | 上官薇:弩骑兵x2014 | 祖琛略:投石车x2168,3,24
2467528,5级山贼,5,3,25,"很多资源,有宝箱,",265,711,13569,2,弓弩;骑兵,嵇云年:强弩兵x833 | 连迎:铁骑兵x311,3,24
2465021,7级山贼,7,3,26,"大批资源,",632,1603,1064,3,弓弩;步兵,钮穰:轻步兵x1179 | 滕双斯:弓兵x549 | 司空琛:轻步兵x1167,3,24
2469420,8级山贼,8,3,27,"大批资源,有宝箱,",974,2587,,4,战车;骑兵,容建歆:轻骑兵x1200 | 双旺:轻骑兵x1293 | 明茵:重弩车x331 | 漆雕工允:投石车x979,3,24
2467760,2级山贼,2,3,29,"许多资源,",82,205,,1,步兵,连向亦:民兵x288,3,24
2469473,3级山贼,3,3,31,"很多资源,",155,378,,1,步兵,邓然方:民兵x815,3,30
2463782,9级山贼,9,3,32,"大批资源,",1409,4234,,4,战车;骑兵,籍信纵:投石车x1271 | 龚楠:投石车x1312 | 闻灵华:骁骑兵x929 | 章析:骁骑兵x1083,3,30
2468713,7级山贼,7,3,37,"大批资源,",609,1596,,3,弓弩;骑兵,阙吉凡:铁骑兵x936 | 高辑闰:弓兵x576 | 邱从:弓兵x582,3,36
2466458,2级山贼,2,3,38,"许多资源,",100,299,,1,步兵,贲翊联:民兵x315,3,36
2466804,4级山贼,4,3,39,"很多资源,有装备,",153,405,16787457,2,步兵,邱薇采:重步兵x467 | 危嗣奥:民兵x1264,3,36
2467118,4级山贼,4,3,41,"很多资源,",178,482,,2,步兵,项骄:重步兵x471 | 荀弘鸿:重步兵x502,3,36
2465039,5级山贼,5,3,42,"很多资源,有装备,",278,645,,2,骑兵,司马芙菡:铁骑兵x380 | 连向:铁骑兵x364,0,42
2467767,7级山贼,7,3,43,"大批资源,有宝箱,",699,1525,,3,弓弩;步兵;骑兵,乐淑敏:铁骑兵x873 | 祖嫒音:弓兵x559 | 邱柳:轻步兵x1100,3,42
2465066,1级山贼,1,3,44,"一些资源,",54,150,,1,步兵,车今萌:民兵x142,3,42
2469434,8级山贼,8,3,45,"大批资源,",983,2750,1069,4,战车;骑兵,支冠:投石车x993 | 甄悦轩:轻骑兵x1232 | 彭祈碧:骁骑兵x675 | 公良龙之:骁骑兵x721,3,42
2466098,10级山贼,10,3,46,"大批资源,有宝箱,",1820,4548,,5,弓弩;战车;骑兵,孔涵:弩骑兵x2015 | 轩辕干:骁骑兵x1684 | 时展:弩车x245 | 宿娥:骁骑兵x1962 | 郏怀霁:弩车x218,3,42
2464429,6级山贼,6,3,48,"大量资源,",325,910,1059,3,弓弩;步兵,乜穰堂:弓兵x413 | 巴格:强弩兵x1202 | 梁丘祈:轻步兵x829,3,48
2464601,2级山贼,2,3,49,"许多资源,",93,214,1037,1,步兵,赫连静:民兵x304,3,48
2467924,9级山贼,9,3,50,"大批资源,有宝箱,",1462,3921,15105;1793,4,战车;骑兵,蒲家山:投石车x1303 | 公良辰:轻骑兵x1566 | 郑芷:轻骑兵x1408 | 宓巧:投石车x1396,3,48
2467260,6级山贼,6,3,51,"大量资源,有宝箱,",335,881,,3,弓弩;骑兵,毕栩:铁骑兵x569 | 尤煦:弓兵x374 | 隗彭昶:铁骑兵x635,3,48
2465173,7级山贼,7,3,52,"大批资源,有宝箱,",598,1543,13570,3,弓弩;步兵,羊书:强弩兵x1582 | 古简鹤:强弩兵x1713 | 逄怜春:轻步兵x1151,3,48
2463913,1级山贼,1,3,54,"一些资源,",44,150,,1,步兵,武桂峰:民兵x140,3,54
2469461,10级山贼,10,3,55,"大批资源,有宝箱,一些宝物,",2157,5391,,5,弓弩;战车;骑兵,郦蝶妙:骁骑兵x1899 | 慕拯:重弩车x819 | 时邪强:骁骑兵x1728 | 莫琦忆:重弩车x748 | 羿懋:弩骑兵x2096,3,54
2468740,4级山贼,4,4,1,"很多资源,",157,453,,2,步兵,蒙武:民兵x1136 | 丛鲸:近卫兵x343,3,0
2463268,4级山贼,4,4,2,"很多资源,一些宝物,",173,413,,2,步兵,司空醒鸿:重步兵x451 | 徐果轩:重步兵x540,3,0
2467612,9级山贼,9,4,3,"大批资源,有宝箱,有装备,",1696,3861,1793,4,战车;骑兵,萧雁:投石车x1230 | 胡母家:投石车x1351 | 郑锐禧:投石车x1398 | 孔醉:轻骑兵x1486,3,0
2467537,3级山贼,3,4,5,"许多资源,",152,306,,1,步兵,喻云:民兵x784,3,0
2464012,2级山贼,2,4,13,"许多资源,",89,289,,1,步兵,邓颀从:民兵x316,3,12
2469514,3级山贼,3,4,14,"很多资源,",141,378,,1,步兵,虞珍雨:民兵x806,3,12
2462934,2级山贼,2,4,16,"许多资源,",87,299,1039,1,步兵,雍惜双:民兵x284,3,12
2467490,6级山贼,6,4,17,"大量资源,一些宝物,",372,883,3073,3,弓弩;骑兵,沙韶越:强弩兵x1232 | 费珊蝶:强弩兵x1022 | 索江:铁骑兵x578,3,12
2467630,4级山贼,4,4,18,"很多资源,有宝箱,",154,498,,2,步兵,宗正云楠:民兵x1247 | 尹瑶:重步兵x509,6,18
2464819,7级山贼,7,4,19,"大批资源,",554,1474,,3,弓弩;骑兵,席筠锦:铁骑兵x904 | 柴镘:铁骑兵x834 | 匡容今:弓兵x516,6,18
2469530,9级山贼,9,4,20,"大批资源,有宝箱,",1773,4145,,4,战车;骑兵,连竹:重弩车x440 | 宗政童奥:投石车x1273 | 邢忆:轻骑兵x1694 | 终潍:重弩车x481,6,18
