item_id,name,parse_status,resource_rewards,item_rewards,resource_count,item_reward_count,sections,remaining_hex_prefix,tail_len,desc
43,新手礼包7,parsed_with_nonzero_trailing,,高级迁封令(8)*1,0,1,"[{""section_type"": 1, ""count"": 1}]",0100010001020000003c,39,"礼包里有一个高级迁封令,需要君主等级达到60级后才能打开."
44,新手礼包8,parsed_with_nonzero_trailing,粮食*300000 / 铜钱*150000,新手礼包9(45)*1 / 鲁公宝典(25)*2 / 紧急招募令(29)*1 / 迁封令(6)*1 / 八阵图(66)*1 / 特级行军符(79)*2,2,6,"[{""section_type"": 1, ""count"": 6}]",01000100010200000035,69,"礼包里有资源、宝物、礼包9,需要君主等级达到53级后才能打开."
45,新手礼包9,parsed_with_nonzero_trailing,粮食*500000 / 铜钱*200000,新手礼包10(46)*1 / 鲁公宝典(25)*2 / 小还丹(13)*2 / 火药桶(30)*1 / 资源辎重(55)*2 / 行军令(80)*2,2,6,"[{""section_type"": 1, ""count"": 6}]",0100010001020000003a,69,"礼包里有资源、宝物、礼包10,需要君主等级达到58级后才能打开."
46,新手礼包10,parsed_with_nonzero_trailing,粮食*600000 / 铜钱*300000,鲁公秘录(26)*2 / 大还丹(14)*2 / 中级资源辎重(57)*2 / 高级战鼓(65)*1 / 高级八阵图(67)*1,2,5,"[{""section_type"": 1, ""count"": 5}]",0100010001020000003f,65,"礼包里有资源、宝物,需要君主等级达到63级后才能打开."
47,60级兵武箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100005030f00000064021c04000024b801f4006400010064021204000024b801f4006400020064020804000024b801f400640003006401fe0400000000000000000004012c01f404,261,开启获得兵书5本，并附赠一把60级以内武器，品质在良好以上。
48,80级兵武箱,unsupported_resource_type_5,,,0,0,[],05010b010200010010000803120000000a02e404000024b801f400640001000a02d004000024b801f400640002000a02bc04000024b801f400640003000a02a80400000000000000000004001e029404,306,开启获得兵书8本，并附赠一把80级以内武器，品质在良好以上。
49,30级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000030302001e1b5801a4040000000000000000001f0bb801900400000000000000000000,66,开启获得兵书3本，并附赠一顶30级以内头盔，品质在良好以上。
50,70级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000070306001e0064028a040000000000000000001f01900258040000000000000000002009c4022604000000000000000000210dac01f4040000000000000000002209c401c204,126,开启获得兵书7本，并附赠一顶70级以内头盔，品质在良好以上。
51,50级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000050304002801f401f904000000000000000000290dac01d6040000000000000000002a0fa001b3040000000000000000002b07d001900400000000000000000000,96,开启获得兵书5本，并附赠一件50级以内铠甲，品质在良好以上。
52,35级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100003030200321b5801ae04000000000000000000330bb801900400000000000000000000,66,开启获得兵书3本，并附赠一匹35级以内坐骑器，品质在良好以上。
53,实木宝箱,unsupported_resource_type_4,,,0,0,[],04010a010102040016010fa00009020fa000520103e8005b0103e80000,50,开启后可以随机获得一些宝物、资源包.#probability#开启的道具概率如下：\n功能性道具 40.00%\n加速类道具 40.00%\n资产类道具 20.00%
54,高级粮食辎重,parsed_full,粮食*1000000,,1,0,[],0000,29,"存放粮食的辎重,开启后可获取1000000粮食."
55,资源辎重,parsed_full,粮食*20000 / 铜钱*5000,,2,0,[],0000,34,"存放钱粮的辎重,开启后可获取5000铜钱、20000粮食."
56,中级粮食辎重,parsed_full,粮食*100000,,1,0,[],0000,29,"存放粮食的辎重,开启后可获取100000粮食."
57,中级资源辎重,parsed_full,粮食*200000 / 铜钱*50000,,2,0,[],0000,34,"存放钱粮的辎重,开启后可获取50000铜钱、200000粮食."
58,青铜宝箱,unsupported_resource_type_4,,,0,0,[],04010a02020001003bffff021900090305dc00130100c800010105dc0016010672001401001e0052010866005b0107d0003701023a007301017c0072010014007c010000007f01000000820100000085,164,开启青铜宝箱将有机会获得令牌、印绶、招贤令等宝物;开启此宝箱需要一把青铜钥匙.#probability#开启的道具概率如下：\n功能性道具 17.30%\n加速类道具 16.50%\n增益性道具 19.00%\n资产类道具 47.20%
59,青铜钥匙,parsed_full,,,0,0,[],0000,24,可以开启青铜宝箱的钥匙.
60,白银宝箱,unsupported_resource_type_4,,,0,0,[],04020a04020001003dffff020b00010205dc00200105dc00110103e800420203e800150103e800370103e800170103e8001c0103e8003f0101f4003801012c00510100c80102003d00,94,开启后可以随机获得一些宝物、装备;开启此宝箱需要一把白银钥匙.#probability#开启的道具概率如下：\n宝箱类道具 5.00%\n功能性道具 10.00%\n加速类道具 30.00%\n增益性道具 40.00%\n资产类道具 15.00%\n\n
61,白银钥匙,parsed_full,,,0,0,[],0000,24,可以开启白银宝箱的钥匙.
62,黄金宝箱,unsupported_resource_type_4,,,0,0,[],04020a05020001003fffff020a00020107d000200107d000120103e8000e0103e800390101f400180203e8001d0103e800480103e8003801032000510102bc0102003f00,89,开启后可以随机获得一些宝物、装备;开启此宝箱需要一把黄金钥匙.#probability#开启的道具概率如下：\n宝箱类道具 9.09%\n功能性道具 9.09%\n加速类道具 27.27%\n增益性道具 36.36%\n资产类道具 18.18%
63,黄金钥匙,parsed_full,,,0,0,[],0000,24,可以开启黄金宝箱的钥匙.
68,精铁钥匙,parsed_full,,,0,0,[],0000,24,可以开启精铁宝箱的钥匙.
69,白金宝箱,unsupported_resource_type_4,,,0,0,[],04030a040200010048ffff020900390107d000490103e800080203e8000f0503e800180503e800020103e8000a0103e800110a03e800210103e80102004800,84,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把白金钥匙.#probability#开启的道具概率如下：\n宝箱类道具 10.00%\n功能性道具 30.00%\n加速类道具 20.00%\n增益性道具 20.00%\n资产类道具 20.00%\n\n 
70,如意宝箱,unsupported_resource_type_4,,,0,0,[],04030a050200010049ffff020900390107d0004a0103e800080303e8000f0a03e800190303e800020103e8001c0103e800410103e800430103e80102004900,84,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把如意钥匙.#probability#开启的道具概率如下：\n宝箱类道具 10.00%\n功能性道具 20.00%\n加速类道具 20.00%\n增益性道具 30.00%\n资产类道具 20.00%
71,天赐宝箱,unsupported_resource_type_4,,,0,0,[],04040a05020001004affff020b00390303e800300503e800330503e800340303e8000b0103e8000f0f03e8001a0303e800020101f4001d0103e800210503e8004a0301f40102004a00,94,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把天赐钥匙.#probability#开启的道具概率如下：\n宝箱类道具 5.00%\n功能性道具 20.00%\n加速类道具 20.00%\n增益性道具 15.00%\n资产类道具 10.00%\n装备 30.00%
72,白金钥匙,parsed_full,,,0,0,[],0000,24,可以开启白金宝箱的钥匙.
73,如意钥匙,parsed_full,,,0,0,[],0000,24,可以开启如意宝箱的钥匙.
74,天赐钥匙,parsed_full,,,0,0,[],0000,24,可以开启天赐宝箱的钥匙.
75,奖励宝箱,unreasonable_item_count,粮食*10000 / 铜钱*10000 / 白银*2000 / 黄金*1000,,4,0,"[{""section_type"": 1, ""count"": 3585}]",0e01000ce697a0e6958ce58b87e88085050100030400040005000600070400000001000200040000,82,开启后可以随机获得一些宝物、装备、宝箱.
81,中级铜钱辎重,parsed_full,铜钱*30000,,1,0,[],0000,29,"存放铜钱的辎重,开启后可获取30000铜钱."
82,粮食辎重,parsed_full,粮食*10000,,1,0,[],0000,29,"存放粮食的辎重,开启后可获取10000粮食."
83,高级铜钱辎重,parsed_full,铜钱*300000,,1,0,[],0000,29,"存放铜钱的辎重,开启后可获取300000铜钱."
84,高级资源辎重,parsed_full,粮食*2000000 / 铜钱*500000,,2,0,[],0000,34,"存放钱粮的辎重,开启后可获取500000铜钱、2000000粮食."
85,钻石礼包,unsupported_resource_type_12,黄金*999,,1,0,[],0c010d010200110000000a0002000100210001001a0003001d00030014000a0012000500080003004100010043000100660003006a000300680003006c0003006e000300c9000100cd00010f03000001,163,"开启后可获得:成长值82的将领1个,徭役令10个,高级屯田令1个,高级通商令1个,鲁公秘录3个,紧急招募令3个,招贤令10,兵法心得5个,高级迁封令3个，高级战鼓1个,高级八阵图1个,悬赏令3个,大财神符3个,大神农符3个,大福神符3个,大练兵符3个,冰玉大材料包1个，仙芝大材料包1个，黄金999个."
86,金礼包,unsupported_resource_type_12,黄金*399,,1,0,[],0c010d0102000b00140008000800010040000100420001006600010069000300670003006d0003006b000300c8000100cc00010f03000001010006040010001100120013020002000413880000010100,139,"开启后可获得:成长值75的将领1个,招贤令8个,高级迁封令1个，战鼓1个,八阵图1个,悬赏令1个,财神符3个,神农符3个,练兵符3个,福神符3个,玄铁大材料包1个，玉露大材料包1个，黄金399个."
87,银礼包,parsed_full,黄金*99,徭役令(0)*5 / 屯田令(1)*3 / 通商令(32)*3 / 招贤令(20)*5 / 迁封令(6)*1 / 练兵符(109)*1 / 福神符(107)*1 / 水晶大材料包(199)*1 / 灵草大材料包(203)*1,1,9,"[{""section_type"": 1, ""count"": 9}]",00,67,"开启后可获得:徭役令5个,屯田令3个,通商令3个,招贤令5个,迁封令1个,练兵符1个,福神符1个，水晶大材料包，灵草大材料包，黄金99个."
88,内测礼包,parsed_full,粮食*1000000 / 铜钱*1000000,,2,0,[],0000,34,开启后可获得金、银礼包、钱粮和很多宝物.
91,铜钱辎重,parsed_full,铜钱*3000,,1,0,[],0000,29,"存放铜钱的辎重,开启后可获取3000铜钱."
94,公测礼包,parsed_full,白银*300,徭役令(0)*1 / 练兵符(109)*1 / 福神符(107)*1 / 屯田令(1)*1 / 通商令(32)*1 / 鲁公手册(22)*2 / 招募令(27)*1 / 兵书(16)*1 / 初级行军符(76)*1 / 传音符小礼包(10)*1 / 镔铁材料包(178)*5 / 浆果材料包(182)*5,1,12,"[{""section_type"": 1, ""count"": 12}]",00,79,"公测礼包,开启后可获得白银和很多宝物."
95,50两银票,parsed_full,白银*50,,1,0,[],0000,29,开启后可获取50两白银.
96,100两银票,parsed_full,白银*100,,1,0,[],0000,29,开启后可获取100两白银.
97,300两银票,parsed_full,白银*300,,1,0,[],0000,29,开启后可获取300两白银.
98,1000两银票,parsed_full,白银*1000,,1,0,[],0000,29,开启后可获取1000两白银.
99,惊喜宝箱,unsupported_resource_type_4,,,0,0,[],04030a0301022f005f010000006001000000610100000062010000000001005000010100fa00200103200002010014002101008c001601038400170100c800180100500019010014001a01000f000901,265,"惊喜宝箱可能会开出很多意想不到的宝物哦,赶紧打开看看吧.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n资产类道具 25.00%"""
100,无敌礼包,unsupported_section_2,粮食*99999999 / 铜钱*99999999 / 白银*9999999 / 黄金*999999,,4,0,[],02000a0064000100a9000100aa000100ab0001005000630055000900580009011b0001004a0063011e00630e020000630100090100140100040000630100090100140100040000,112,无敌
118,专属礼包,parsed_full,白银*2000,徭役令(0)*5 / 财神符(105)*5 / 神农符(103)*5 / 鲁公手册(22)*8 / 鲁公图册(23)*5 / 鲁公古籍(24)*3 / 鲁公宝典(25)*1 / 招募令(27)*5 / 高级招募令(28)*3 / 紧急招募令(29)*1 / 练兵符(109)*3 / 福神符(107)*3 / 小还丹(13)*5 / 大还丹(14)*3,1,14,"[{""section_type"": 1, ""count"": 14}]",00,87,"尊贵的专属礼包,内含大量白银、道具."
169,建国道具礼包,parsed_full,,建国道具礼包(169)*1 / 玉玺(112)*9 / 虎符(113)*27 / 印绶(114)*100 / 令牌(115)*1500,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,无敌
170,技能书礼包,parsed_full,,初级暴击技能书(124)*99 / 中级暴击技能书(125)*99 / 高级暴击技能书(126)*99 / 初级连击技能书(127)*99 / 中级连击技能书(128)*99 / 高级连击技能书(129)*99 / 初级格挡技能书(130)*99 / 中级格挡技能书(131)*99 / 高级格挡技能书(132)*99 / 初级斩将技能书(133)*99 / 中级斩将技能书(134)*99 / 高级斩将技能书(135)*99,0,12,"[{""section_type"": 1, ""count"": 12}]",00,74,无敌
171,材料礼包,parsed_full,,材料礼包(171)*1 / 镔铁(3)*99 / 水晶(34)*99 / 玄铁(35)*99 / 冰玉(119)*99 / 浆果(120)*99 / 灵草(121)*99 / 玉露(122)*99 / 仙芝(123)*99,0,9,"[{""section_type"": 1, ""count"": 9}]",00,62,无敌
173,30级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100003030200281b5801a404000000000000000000290bb801900400000000000000000000,66,开启获得兵书3本，并附赠一件30级以内铠甲，品质在良好以上。
174,70级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100007030600280064028a040000000000000000002901900258040000000000000000002a09c40226040000000000000000002b0dac01f4040000000000000000002c09c401c204,126,开启获得兵书7本，并附赠一件70级以内铠甲，品质在良好以上。
175,60级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100006030300320bb801f40400000000000000000033138801c2040000000000000000003407d001900400000000000000000000,81,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在良好以上。
176,50级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000050304001e01f401f9040000000000000000001f0dac01d604000000000000000000200fa001b3040000000000000000002107d001900400000000000000000000,96,开启获得兵书5本，并附赠一顶50级以内头盔，品质在良好以上。
177,80级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000080304003203e8028004000000000000000000330fa0023004000000000000000000340fa001e0040000000000000000003503e801900400000000000000000000,96,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在良好以上。
178,镔铁材料包,parsed_full,,镔铁(3)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个镔铁,可用于普通装备的强化."
179,水晶材料包,parsed_full,,水晶(34)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个水晶,可用于品质良好装备的强化."
180,玄铁材料包,parsed_full,,玄铁(35)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个玄铁,可用于品质优秀装备的强化."
181,冰玉材料包,parsed_full,,冰玉(119)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个冰玉,可用于品质卓越装备的强化."
182,浆果材料包,parsed_full,,浆果(120)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个浆果,可用于普通坐骑的强化."
183,灵草材料包,parsed_full,,灵草(121)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个灵草,可用于品质良好坐骑的强化."
184,玉露材料包,parsed_full,,玉露(122)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个玉露,可用于品质优秀坐骑的强化."
185,仙芝材料包,parsed_full,,仙芝(123)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个仙芝,可用于品质卓越坐骑的强化."
186,30级高级兵武箱,unsupported_resource_type_5,,,0,0,[],05010b010200010010000303090000057806f404000024b801f40064000104e206ea04000024b801f40064000204b006e004000024b801f400640003047e06d60400000000000000000004044c06cc04,171,开启获得兵书3本，并附赠一把30级以内武器，品质在优秀以上。
187,60级高级兵武箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100006030f0000006407bc04000024b801f400640001006407a804000024b801f4006400020064079404000024b801f400640003006407800400000000000000000004012c076c04,261,开启获得兵书6本，并附赠一把60级以内武器，品质在优秀以上。
188,80级高级兵武箱,unsupported_resource_type_5,,,0,0,[],05010b010200010010000803120000000a08a204000024b801f400640001000a088404000024b801f400640002000a086604000024b801f400640003000a08480400000000000000000004001e082a04,306,开启获得兵书8本，并附赠一把80级以内武器，品质在优秀以上。
189,30级高级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000030302001e1b5806b8040000000000000000001f0bb806a40400000000000000000000,66,开启获得兵书3本，并附赠一顶30级以内头盔，品质在优秀以上。
190,50级高级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000050304001e01f4073a040000000000000000001f0dac070804000000000000000000200fa006d6040000000000000000002107d006a40400000000000000000000,96,开启获得兵书5本，并附赠一顶50级以内头盔，品质在优秀以上。
191,70级高级兵盔箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000070306001e00640834040000000000000000001f019007e4040000000000000000002009c4079404000000000000000000210dac0744040000000000000000002209c406f404,126,开启获得兵书7本，并附赠一顶70级以内头盔，品质在优秀以上。
192,30级高级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100003030200281b5806b804000000000000000000290bb806a40400000000000000000000,66,开启获得兵书3本，并附赠一件30级以内铠甲，品质在优秀以上
193,50级高级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000050304002801f4073a04000000000000000000290dac0708040000000000000000002a0fa006d6040000000000000000002b07d006a40400000000000000000000,96,开启获得兵书5本，并附赠一件50级以内铠甲，品质在优秀以上。
194,70级高级兵甲箱,unsupported_resource_type_5,,,0,0,[],05010b010200010010000703060028006408340400000000000000000029019007e4040000000000000000002a09c40794040000000000000000002b0dac0744040000000000000000002c09c406f404,126,开启获得兵书7本，并附赠一件70级以内铠甲，品质在优秀以上。
195,35级高级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100003030200321b5806cc04000000000000000000330bb806a40400000000000000000000,66,开启获得兵书3本，并附赠一把35级以内坐骑，品质在优秀以上
196,60级高级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b0102000100100006030300320bb8071c0400000000000000000033138806e0040000000000000000003407d006a40400000000000000000000,81,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在优秀以上。
197,80级高级兵骑箱,unsupported_resource_type_5,,,0,0,[],05010b01020001001000080304003203e807d004000000000000000000330fa0076c04000000000000000000340fa00708040000000000000000003503e806a40400000000000000000000,96,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在优秀以上
198,镔铁大材料包,parsed_full,,镔铁(3)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个镔铁,可用于普通装备的强化."
199,水晶大材料包,parsed_full,,水晶(34)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个水晶,可用于品质良好装备的强化."
200,玄铁大材料包,parsed_full,,玄铁(35)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个玄铁,可用于品质优秀装备的强化."
201,冰玉大材料包,parsed_full,,冰玉(119)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个冰玉,可用于品质卓越装备的强化."
202,浆果大材料包,parsed_full,,浆果(120)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个浆果,可用于普通坐骑的强化."
203,灵草大材料包,parsed_full,,灵草(121)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个灵草,可用于品质良好坐骑的强化."
204,玉露大材料包,parsed_full,,玉露(122)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个玉露,可用于品质优秀坐骑的强化."
205,仙芝大材料包,parsed_full,,仙芝(123)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个仙芝,可用于品质卓越坐骑的强化."
206,公会礼包,parsed_full,,印绶(114)*2 / 令牌(115)*10 / 练兵符(109)*1 / 福神符(107)*1 / 招募令(27)*2 / 初级行军符(76)*2,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,"开启后可获得:印绶2个,令牌10个,练兵符1个,福神符1个,招募令2个,初级行军符2个"
207,神秘宝箱,unsupported_resource_type_4,,,0,0,[],04030a0301022f005f010000006001000000610100000062010000000001005000010100fa00200103200002010014002101008c001601038400170100c800180100500019010014001a01000f000901,265,开启后能得到一些宝物.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n资产类道具 25.00%
209,幸运礼包,parsed_full,白银*600,徭役令(0)*3 / 惊喜宝箱(99)*3 / 30级高级兵武箱(186)*1 / 30级高级兵盔箱(189)*1 / 30级高级兵甲箱(192)*1 / 35级高级兵骑箱(195)*1,1,6,"[{""section_type"": 1, ""count"": 6}]",00,55,"开启后可获得:白银600个,徭役令3个,惊喜宝箱3个,30级高级兵武箱1个,30级高级兵盔箱1个,30级高级兵甲箱1个,35级高级兵骑箱1个"
210,龙腾礼包,parsed_full,,行军令(80)*3 / 初级行军符(76)*2 / 中级行军符(77)*1 / 高级行军符(78)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：行军令3个、初级行军符2个、中级行军符1个、高级行军符1个
211,虎跃礼包,parsed_full,,招募令(27)*10 / 高级招募令(28)*6 / 紧急招募令(29)*2,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：招募令10个、高级招募令6个、紧急招募令2个
212,鸿运礼包,parsed_full,白银*200,徭役令(0)*1 / 练兵符(109)*1 / 福神符(107)*1 / 财神符(105)*1 / 神农符(103)*1 / 鲁公手册(22)*2 / 招募令(27)*1 / 兵书(16)*1 / 初级行军符(76)*1 / 传音符小礼包(10)*1 / 镔铁材料包(178)*5 / 浆果材料包(182)*5,1,12,"[{""section_type"": 1, ""count"": 12}]",00,79,"开启后可获得:白银200个,徭役令1个,练兵符1个,福神符1个,财神符1个,神农符1个,鲁公手册2个,招募令1个,兵书1个,初级行军符1个,传音符小礼包1个,镔铁材料包5个,浆果材料包5个."
213,统一礼包,unsupported_resource_type_12,白银*6666 / 黄金*999,,2,0,[],0c010d0102000e0002000500210005000800050041000500430005006a000500680005006e000500c9000500cd000500c5000500c2000500bf000500bc00050f03000001010005040004000500060007,156,"开启后可获得:成长82的将领1个，黄金999个，白银6666个，大练兵符5个，大财神符5个，大神农符5个，高级战鼓5个，高级八阵图5个，高级迁封令5个，行军令5个，高级屯田令5个，高级通商令5个,仙芝大材料包5个,冰玉大材料包5个,80级高级坐骑箱5个,70级高级铠甲箱5个,70级高级头盔箱5个,80级高级武器箱5个."
214,成长礼包,parsed_full,粮食*120000 / 铜钱*50000,鲁公手册(22)*5 / 鲁公图册(23)*2 / 徭役令(0)*2 / 招募令(27)*3 / 传音符(9)*10 / 初级行军符(76)*2 / 屯田令(1)*2 / 通商令(32)*2 / 福神符(107)*1 / 练兵符(109)*1,2,10,"[{""section_type"": 1, ""count"": 10}]",00,76,开启可获得：鲁公手册*5、鲁公图册*2、徭役令*2、招募令*3、传音符*10、初级行军符*2、屯田令*2、通商令*2、福神符*1、练兵符*1、铜钱*50000、粮食*120000。
215,拓展礼包,parsed_full,,徭役令(0)*3 / 财神符(105)*3 / 神农符(103)*3 / 屯田令(1)*3 / 通商令(32)*3,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：徭役令*3、财神符*3、神农符*3、屯田令*3、通商令*3
216,精英新手礼包,parsed_full,,传音符小礼包(10)*1 / 旌旗(5)*2 / 迁封令(6)*2 / 青铜钥匙(59)*2 / 精铁钥匙(68)*2,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：传音符小礼包*1、旌旗*2、迁封令*2、青铜钥匙*5、精铁钥匙*5
217,初阶装备礼包,parsed_full,,30级兵盔箱(49)*1 / 30级兵甲箱(173)*1 / 30级兵武箱(39)*1 / 35级兵骑箱(52)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
218,初阶强化礼包,parsed_full,,浆果材料包(182)*1 / 灵草大材料包(203)*1 / 镔铁材料包(178)*1 / 水晶材料包(179)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：浆果大材料包*1、灵草大材料包*1、镔铁大材料包*1、水晶大材料包*1
219,新手体验包,parsed_full,,鲁公手册(22)*10 / 中级铜钱辎重(81)*3 / 中级粮食辎重(56)*3 / 徭役令(0)*4 / 兵书(16)*1,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：鲁公手册*10、铜钱辎重（中*3、粮食辎重（中*3、徭役令*4、兵书*10
