item_id,name,type,type_label,desc,effect_ids,effect_summary,is_package_or_box,has_probability_text,mall_good_ids,mall_summary,dynamic_evidence,tail_len,offset,tail_hex_prefix
19,重置丹,0,普通/功能道具,"使将领的属性回到初始状态,可以重新配置属性点.",11,effect#11 10级以内的将领每次消耗1颗重置丹;将领等级每高10级需要多消耗1个重置丹. params=[],,,28,cat6/p1/good28/价1=20/价2=200,,27,0x7ab,00010000006302007c00ffff0000000000000001000b0000000000
20,招贤令,0,普通/功能道具,"发布招贤令,招募将领.",12,"effect#12 刷新招募将领列表,必刷出50成长以上将领. params=[]",,,45/18,cat1/p2/good45/价1=10/价2=0; cat6/p1/good18/价1=10/价2=0,,27,0x818,00000000006302005700ffff0000000000000001000c0000000000
21,免战牌,0,普通/功能道具,"悬挂免战牌,在保护期间内,其他玩家无法夺取自己的封地,也无法攻击自己的资源点(但对已经在来犯途中的敌人无效.);同时自己也无法出征夺取他人的封地,攻击他人的资源点和城池.注:使用免战牌无法在城池被攻破时保护封地.",13,effect#13 保护时间持续1天. params=[1],,,49/20,cat1/p3/good49/价1=20/价2=0; cat6/p2/good20/价1=20/价2=0,,31,0x861,00000000006302007500ffff0000000000000001000d010000000100000000
22,鲁公手册,1,增益/加速道具,记录了鲁班工艺诀窍的小册子.,14,"effect#14 缩短1项建造任务或者研究任务的时间0小时15分钟. params=[0, 15]",,,6,cat5/p1/good6/价1=2/价2=20,,35,0x9b9,000d000003e702007200ffff0000000000000001000e02000000000000000f00000000
23,鲁公图册,1,增益/加速道具,记录了鲁班工艺诀窍的小图册.,14,"effect#14 缩短1项建造任务或者研究任务的时间1小时0分钟. params=[1, 0]",,,7,cat5/p1/good7/价1=5/价2=50,,35,0xa18,000d000003e702007300ffff0000000000000001000e02000000010000000000000000
24,鲁公古籍,1,增益/加速道具,记录了鲁班工艺诀窍的古老书籍.,14,"effect#14 缩短1项建造任务或者研究任务的时间2小时0分钟. params=[2, 0]",,,8,cat5/p1/good8/价1=8/价2=80,,35,0xa77,000d0000006302007100ffff0000000000000001000e02000000020000000000000000
25,鲁公宝典,1,增益/加速道具,记录了鲁班主要工艺诀窍的书籍宝典.,14,"effect#14 缩短1项建造任务或者研究任务的时间8小时0分钟. params=[8, 0]",,,9,cat5/p2/good9/价1=30/价2=300,礼包奖励/商城关联：鲁公宝典在商城中出现；属于鲁公类加速/工艺道具。,35,0xad9,000d0000006302005b00ffff0000000000000001000e02000000080000000000000000
26,鲁公秘录,1,增益/加速道具,"记录了鲁班奇特工艺诀窍的书籍宝典,普通人很难掌握其中的玄机.",15,"effect#15 随机缩短1项建造任务或者研究任务的时间10小时～30小时. params=[10, 30]",,,10,cat5/p2/good10/价1=60/价2=600,,35,0xb41,000d0000006302007400ffff0000000000000001000f020000000a0000001e00000000
27,招募令,1,增益/加速道具,"发布招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间1小时 params=[1],,,11,cat5/p1/good11/价1=8/价2=0,,31,0xbce,000e0000006302005600ffff00000000000000010010010000000100000000
28,高级招募令,1,增益/加速道具,"发布高级招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间3小时 params=[3],,,12,cat5/p2/good12/价1=20/价2=0,,31,0xc2a,000e0000006302006900ffff00000000000000010010010000000300000000
29,紧急招募令,1,增益/加速道具,"发布紧急招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间10小时 params=[10],,,13,cat5/p2/good13/价1=50/价2=0,,31,0xc92,000e0000006302006d00ffff00000000000000010010010000000a00000000
30,火药桶,0,普通/功能道具,"塞满硫磺火药的木桶,可以瞬间摧毁建筑.",2,"effect#2 将地面的建筑摧毁,成为空地;建筑被摧毁后得不到回收资源;该物品不能对行政大厅使用. params=[]",,,19,cat6/p1/good19/价1=20/价2=200,,27,0xcfa,00060000006302006c00ffff000000000000000100020000000000
31,名帖,0,普通/功能道具,"使用后,可以修改君主的名字.",17,effect#17 每次修改消耗1个. params=[],,,158,cat2/p1/good158/价1=300/价2=0,,27,0xd5b,00000000006301039000ffff000000000000000100110000000000
32,通商令,2,生产/内政增益,鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续1天. params=[25, 1]",,,4,cat4/p1/good4/价1=3/价2=30,,35,0xdaa,00040000006302007a01ffff0000000000000001001202000000190000000100000000
33,高级通商令,2,生产/内政增益,大力鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续7天. params=[25, 7]",,,5,cat4/p1/good5/价1=15/价2=150,,35,0xdeb,00040000006302006501ffff0000000000000001001202000000190000000700000000
34,水晶,4,装备强化材料,用于品质良好装备的强化.,,,,,,,,24,0xe38,ffff000003e702033200ffff010000001b00000000000000
35,玄铁,4,装备强化材料,用于品质优秀装备的强化.,,,,,,,,24,0xe80,ffff000003e702033400ffff010000002d00000000000000
36,新手礼包,3,礼包/宝箱/资源包,"游戏礼包里有很多好东西,赶紧打开吧!",,,是,,,,,55,0xec8,ffff0000000001002100ffff000000000000000001080000003201000600250001000000010009000500160001001b0001001000010000
37,新手礼包2,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包3,需要君主等级达到10级后才能打开.",,,是,,,,,80,0xf45,ffff0000000001002100ffff000000000000000001080000006401000a0026000100000001000900050005000100160002001b0002003b0001001e0001001000
38,新手礼包3,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包4,需要君主等级达到20级后才能打开.",,,是,,,,,80,0xffd,ffff0000000001002100ffff000000000000000001080000009601000a00280001000900050005000100170001001c0001003b0001000c0001001e0001001000
39,30级兵武箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把30级以内武器，品质在良好以上。,,,是,,79,cat3/p1/good79/价1=10/价2=0,,171,0x10b5,ffff00000063010c0200ffff00000000000000000205010b010200010010000303090000057801b804000024b801f40064000104e201b304000024b801f40064
40,新手礼包4,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包5,需要君主等级达到30级后才能打开.",,,是,,,,,84,0x11ca,ffff0000000001002100ffff00000000000000000108000000c801000b00290001000900050005000100170002001c0002004c0001003b0001000d0001001400
41,新手礼包5,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包6,需要君主等级达到40级后才能打开.",,,是,,,,,88,0x1286,ffff0000000001002100ffff00000000000000000108000000fa01000c002a00010009000500180001001d0001004d0001003b0001000e0001001e0001001000
42,新手礼包6,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包7,需要君主等级达到50级后才能打开.",,,是,,,,,84,0x1346,ffff0000000001002100ffff000000000000000001080000012c01000b0009000500180002001d0002004e0001003b0001000f0001001e000100110001004000
43,新手礼包7,3,礼包/宝箱/资源包,"礼包里有一个高级迁封令,需要君主等级达到60级后才能打开.",,,是,,,,,39,0x1402,ffff0000000001002100ffff00000000000000000001000100080001000100010001020000003c
44,新手礼包8,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包9,需要君主等级达到53级后才能打开.",,,是,,,,,69,0x148d,ffff0000000001002100ffff00000000000000000206000493e007000249f0010006002d000100190002001d00010006000100420001004f0002000100010001
45,新手礼包9,3,礼包/宝箱/资源包,"礼包里有资源、宝物、礼包10,需要君主等级达到58级后才能打开.",,,是,,,,,69,0x153a,ffff0000000001002100ffff000000000000000002060007a1200700030d40010006002e000100190002000d0002001e00010037000200500002000100010001
46,新手礼包10,3,礼包/宝箱/资源包,"礼包里有资源、宝物,需要君主等级达到63级后才能打开.",,,是,,,,,65,0x15e8,ffff0000000001002100ffff00000000000000000206000927c007000493e0010005001a0002000e000200390002004100010043000100010001000102000000
47,60级兵武箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一把60级以内武器，品质在良好以上。,,,是,,80,cat3/p1/good80/价1=12/价2=0,,261,0x1688,ffff00000063010c0200ffff00000000000000000205010b0102000100100005030f00000064021c04000024b801f4006400010064021204000024b801f40064
48,80级兵武箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一把80级以内武器，品质在良好以上。,,,是,,81,cat3/p1/good81/价1=15/价2=0,,306,0x17f7,ffff00000063010c0200ffff00000000000000000205010b010200010010000803120000000a02e404000024b801f400640001000a02d004000024b801f40064
49,30级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一顶30级以内头盔，品质在良好以上。,,,是,,82,cat3/p1/good82/价1=5/价2=0,,66,0x1993,ffff00000063010c0200ffff00000000000000000205010b01020001001000030302001e1b5801a4040000000000000000001f0bb80190040000000000000000
50,70级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一顶70级以内头盔，品质在良好以上。,,,是,,84,cat3/p1/good84/价1=8/价2=0,,126,0x1a3f,ffff00000063010c0200ffff00000000000000000205010b01020001001000070306001e0064028a040000000000000000001f01900258040000000000000000
51,50级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一件50级以内铠甲，品质在良好以上。,,,是,,86,cat3/p1/good86/价1=6/价2=0,,96,0x1b27,ffff00000063010c0200ffff00000000000000000205010b01020001001000050304002801f401f904000000000000000000290dac01d6040000000000000000
52,35级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一匹35级以内坐骑器，品质在良好以上。,,,是,,88,cat3/p1/good88/价1=15/价2=0,,66,0x1bf1,ffff00000063010c0200ffff00000000000000000205010b0102000100100003030200321b5801ae04000000000000000000330bb80190040000000000000000
53,实木宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、资源包.#probability#开启的道具概率如下：\n功能性道具 40.00%\n加速类道具 40.00%\n资产类道具 20.00%,,,是,是,,,,50,0x1ca0,ffff0000006301002601ffff01000000050000000204010a010102040016010fa00009020fa000520103e8005b0103e80000
54,高级粮食辎重,3,礼包/宝箱/资源包,"存放粮食的辎重,开启后可获取1000000粮食.",,,是,,,,,29,0x1d8a,000c0000006301002201ffff00000000000000000106000f4240000000
55,资源辎重,3,礼包/宝箱/资源包,"存放钱粮的辎重,开启后可获取5000铜钱、20000粮食.",,,是,,,,,34,0x1df7,000c0000006301000801ffff0000000000000000020600004e200700001388000000
56,中级粮食辎重,3,礼包/宝箱/资源包,"存放粮食的辎重,开启后可获取100000粮食.",,,是,,,,,29,0x1e6e,000c0000006301002401ffff00000000000000000106000186a0000000
57,中级资源辎重,3,礼包/宝箱/资源包,"存放钱粮的辎重,开启后可获取50000铜钱、200000粮食.",,,是,,,,,34,0x1eda,000c0000006301000901ffff0000000000000000020600030d40070000c350000000
58,青铜宝箱,3,礼包/宝箱/资源包,开启青铜宝箱将有机会获得令牌、印绶、招贤令等宝物;开启此宝箱需要一把青铜钥匙.#probability#开启的道具概率如下：\n功能性道具 17.30%\n加速类道具 16.50%\n增益性道具 19.00%\n资产类道具 47.20%,,,是,是,,,,164,0x1f59,ffff0000006301002501ffff01000000320000000204010a02020001003bffff021900090305dc00130100c800010105dc0016010672001401001e0052010866
59,青铜钥匙,3,礼包/宝箱/资源包,可以开启青铜宝箱的钥匙.,,,是,,35,cat7/p1/good35/价1=5/价2=50,,24,0x2109,ffff0000006302007800ffff000000000000000000000000
60,白银宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备;开启此宝箱需要一把白银钥匙.#probability#开启的道具概率如下：\n宝箱类道具 5.00%\n功能性道具 10.00%\n加速类道具 30.00%\n增益性道具 40.00%\n资产类道具 15.00%\n\n,,,是,是,,,,94,0x2157,ffff0000000001000a00ffff00000000000000000204020a04020001003dffff020b00010205dc00200105dc00110103e800420203e800150103e800370103e8
61,白银钥匙,3,礼包/宝箱/资源包,可以开启白银宝箱的钥匙.,,,是,,,,,24,0x22c1,ffff0000006302ffff00ffff000000000000000000000000
62,黄金宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备;开启此宝箱需要一把黄金钥匙.#probability#开启的道具概率如下：\n宝箱类道具 9.09%\n功能性道具 9.09%\n加速类道具 27.27%\n增益性道具 36.36%\n资产类道具 18.18%,,,是,是,,,,89,0x230f,ffff0000000001000c00ffff00000000000000000204020a05020001003fffff020a00020107d000200107d000120103e8000e0103e800390101f400180203e8
63,黄金钥匙,3,礼包/宝箱/资源包,可以开启黄金宝箱的钥匙.,,,是,,,,,24,0x2471,ffff0000006302ffff00ffff000000000000000000000000
64,战鼓,0,普通/功能道具,"作战时擂响的战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击10%,持续1天. params=[10, 1]",,,50/31,cat1/p3/good50/价1=50/价2=500; cat6/p1/good31/价1=50/价2=500,,35,0x24bf,00000000006301005501ffff00000000000000010013020000000a0000000100000000
65,高级战鼓,0,普通/功能道具,"作战时擂响的高级战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击25%,持续1天. params=[25, 1]",,,32,cat6/p2/good32/价1=200/价2=2000,,35,0x2522,00000000006301006801ffff0000000000000001001302000000190000000100000000
66,八阵图,0,普通/功能道具,"以周易八卦推演的阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御10%,持续1天. params=[10, 1]",,,51/33,cat1/p3/good51/价1=50/价2=500; cat6/p1/good33/价1=50/价2=500,,35,0x2591,00000000006301005901ffff00000000000000010014020000000a0000000100000000
67,高级八阵图,0,普通/功能道具,"以周易八卦推演的高级阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御25%,持续1天. params=[25, 1]",,,34,cat6/p2/good34/价1=200/价2=2000,,35,0x2606,00000000006301006201ffff0000000000000001001402000000190000000100000000
68,精铁钥匙,3,礼包/宝箱/资源包,可以开启精铁宝箱的钥匙.,,,是,,68,cat7/p1/good68/价1=8/价2=0,,24,0x2687,ffff0000006302006f00ffff000000000000000000000000
69,白金宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把白金钥匙.#probability#开启的道具概率如下：\n宝箱类道具 10.00%\n功能性道具 30.00%\n加速类道具 20.00%\n增益性道具 20.00%\n资产类道具 20.00%\n\n ,,,是,是,,,,84,0x26d5,ffff0000000001ffff00ffff00000000000000000204030a040200010048ffff020900390107d000490103e800080203e8000f0503e800180503e800020103e8
70,如意宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把如意钥匙.#probability#开启的道具概率如下：\n宝箱类道具 10.00%\n功能性道具 20.00%\n加速类道具 20.00%\n增益性道具 30.00%\n资产类道具 20.00%,,,是,是,,,,84,0x2840,ffff0000000001ffff00ffff00000000000000000204030a050200010049ffff020900390107d0004a0103e800080303e8000f0a03e800190303e800020103e8
71,天赐宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备、宝箱;开启此宝箱需要一把天赐钥匙.#probability#开启的道具概率如下：\n宝箱类道具 5.00%\n功能性道具 20.00%\n加速类道具 20.00%\n增益性道具 15.00%\n资产类道具 10.00%\n装备 30.00%,,,是,是,,,,94,0x29a8,ffff0000000001ffff00ffff00000000000000000204040a05020001004affff020b00390303e800300503e800330503e800340303e8000b0103e8000f0f03e8
72,白金钥匙,3,礼包/宝箱/资源包,可以开启白金宝箱的钥匙.,,,是,,,,,24,0x2b27,ffff0000006302ffff00ffff000000000000000000000000
73,如意钥匙,3,礼包/宝箱/资源包,可以开启如意宝箱的钥匙.,,,是,,,,,24,0x2b75,ffff0000006302ffff00ffff000000000000000000000000
74,天赐钥匙,3,礼包/宝箱/资源包,可以开启天赐宝箱的钥匙.,,,是,,,,,24,0x2bc3,ffff0000006302ffff00ffff000000000000000000000000
75,奖励宝箱,3,礼包/宝箱/资源包,开启后可以随机获得一些宝物、装备、宝箱.,,,是,,,,,82,0x2c11,ffff0000000001ffff00ffff0000000000000000040600002710070000271008000007d009000003e8010e01000ce697a0e6958ce58b87e88085050100030400
76,初级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时15分钟. params=[0, 15]",,,36,cat5/p1/good36/价1=5/价2=0,,35,0x2cb1,00050000006302005d00ffff0000000000000001001502000000000000000f00000000
77,中级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时30分钟. params=[0, 30]",,,37,cat5/p2/good37/价1=8/价2=0,,35,0x2d4e,00050000006302005800ffff0000000000000001001502000000000000001e00000000
78,高级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间1小时0分钟. params=[1, 0]",,,38,cat5/p2/good38/价1=15/价2=0,,35,0x2deb,00050000006302006700ffff0000000000000001001502000000010000000000000000
79,特级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间3小时0分钟. params=[3, 0]",,,39,cat5/p2/good39/价1=30/价2=0,,35,0x2e88,00050000006302007900ffff0000000000000001001502000000030000000000000000
80,行军令,1,增益/加速道具,行军令可以让军队加快行军速度.注:行军时间低于20分钟的出征军队将无法继续使用行军令.,22,effect#22 缩短50%的出征时间. params=[50],,,40,cat5/p1/good40/价1=80/价2=0,,31,0x2f25,00050000006302007e00ffff00000000000000010016010000003200000000
81,中级铜钱辎重,3,礼包/宝箱/资源包,"存放铜钱的辎重,开启后可获取30000铜钱.",,,是,,,,,29,0x2fcc,000c0000006301002901ffff0000000000000000010700007530000000
82,粮食辎重,3,礼包/宝箱/资源包,"存放粮食的辎重,开启后可获取10000粮食.",,,是,,,,,29,0x3037,000c0000006301002301ffff0000000000000000010600002710000000
83,高级铜钱辎重,3,礼包/宝箱/资源包,"存放铜钱的辎重,开启后可获取300000铜钱.",,,是,,,,,29,0x309c,000c0000006301002701ffff00000000000000000107000493e0000000
84,高级资源辎重,3,礼包/宝箱/资源包,"存放钱粮的辎重,开启后可获取500000铜钱、2000000粮食.",,,是,,,,,34,0x3108,000c0000006301000701ffff00000000000000000206001e8480070007a120000000
85,钻石礼包,3,礼包/宝箱/资源包,"开启后可获得:成长值82的将领1个,徭役令10个,高级屯田令1个,高级通商令1个,鲁公秘录3个,紧急招募令3个,招贤令10,兵法心得5个,高级迁封令3个，高级战鼓1个,高级八阵图1个,悬赏令3个,大财神符3个,大神农符3个,大福神符3个,大练兵符3个,冰玉大材料包1个，仙芝大材料包1个，黄金999个.",,,是,,46/43,cat1/p2/good46/价1=3000/价2=0; cat7/p1/good43/价1=3000/价2=0,商城篡改验证：good_id=43/钻石礼包，白银路径返回不能用白银购买，黄金路径返回黄金不足。,163,0x3189,ffff000000090102f200ffff00000000000000000309000003e70c010d010200110000000a0002000100210001001a0003001d00030014000a00120005000800
86,金礼包,3,礼包/宝箱/资源包,"开启后可获得:成长值75的将领1个,招贤令8个,高级迁封令1个，战鼓1个,八阵图1个,悬赏令1个,财神符3个,神农符3个,练兵符3个,福神符3个,玄铁大材料包1个，玉露大材料包1个，黄金399个.",,,是,,47/42,cat1/p2/good47/价1=800/价2=0; cat7/p1/good42/价1=800/价2=0,,139,0x33b1,ffff000000090102e700ffff000000000000000003090000018f0c010d0102000b00140008000800010040000100420001006600010069000300670003006d00
87,银礼包,3,礼包/宝箱/资源包,"开启后可获得:徭役令5个,屯田令3个,通商令3个,招贤令5个,迁封令1个,练兵符1个,福神符1个，水晶大材料包，灵草大材料包，黄金99个.",,,是,,41,cat7/p1/good41/价1=200/价2=0,,67,0x353b,ffff000000090102ef00ffff00000000000000000109000000630100090000000500010003002000030014000500060001006d0001006b000100c7000100cb00
88,内测礼包,3,礼包/宝箱/资源包,开启后可获得金、银礼包、钱粮和很多宝物.,,,是,,,,,34,0x363c,ffff0000006301002100ffff00000000000000000206000f424007000f4240000000
89,兵符,5,任务物品,任务物品(用于换取公测兑奖券).,,,,,,,,24,0x36ac,ffff0000270f00ffff00ffff000000000000000000000000
90,檄文,0,普通/功能道具,发布檄文.,32,"effect#32 使军队在夺取产生破坏时,对封地建筑的破坏力提升一倍,效果持续2小时. params=[2]",,,71,cat6/p3/good71/价1=20/价2=0,,31,0x36fc,0000000000630102e500ffff00000000000000010020010000000200000000
91,铜钱辎重,3,礼包/宝箱/资源包,"存放铜钱的辎重,开启后可获取3000铜钱.",,,是,,,,,29,0x3736,000c0000006301002801ffff0000000000000000010700000bb8000000
92,木牛流马,0,普通/功能道具,雇佣强力的运输工具--木牛流马.,34,"effect#34 在夺取封地成功时,获取的资源量提升一倍,效果持续2小时. params=[2]",,,72,cat6/p3/good72/价1=20/价2=0,,31,0x379a,0000000000630102ea00ffff00000000000000010022010000000200000000
93,讨伐诏书,0,普通/功能道具,发布讨伐诏书.,33,"effect#33 在夺取封地成功时,对封地将领的降忠效果提升一倍,效果持续2小时. params=[2]",,,73,cat6/p3/good73/价1=20/价2=0,,31,0x37f7,0000000000630102ed00ffff00000000000000010021010000000200000000
94,公测礼包,3,礼包/宝箱/资源包,"公测礼包,开启后可获得白银和很多宝物.",,,是,,,,,79,0x383d,ffff0000000001002100ffff000000000000000001080000012c01000c00000001006d0001006b0001000100010020000100160002001b000100100001004c00
95,50两银票,3,礼包/宝箱/资源包,开启后可获取50两白银.,,,是,,,,,29,0x38d5,ffff0000006301039101ffff0000000000000000010800000032000000
96,100两银票,3,礼包/宝箱/资源包,开启后可获取100两白银.,,,是,,,,,29,0x3923,ffff0000006301039101ffff0000000000000000010800000064000000
97,300两银票,3,礼包/宝箱/资源包,开启后可获取300两白银.,,,是,,,,,29,0x3973,ffff0000006301039101ffff000000000000000001080000012c000000
98,1000两银票,3,礼包/宝箱/资源包,开启后可获取1000两白银.,,,是,,,,,29,0x39c3,ffff0000006301039101ffff00000000000000000108000003e8000000
99,惊喜宝箱,3,礼包/宝箱/资源包,"惊喜宝箱可能会开出很多意想不到的宝物哦,赶紧打开看看吧.#probability#开启的道具概率如下：\n宝箱类道具 2.00%\n材料 12.70%\n功能性道具 19.45%\n加速类道具 27.45%\n增益性道具 13.40%\n资产类道具 25.00%""",,,是,是,,,道具使用动态验证：0x3144 惊喜宝箱 item_id=99；有库存时再次消耗并开奖，无库存返回不足。,265,0x3a15,ffff0000006301002101ffff00000000000000000204030a0301022f005f010000006001000000610100000062010000000001005000010100fa002001032000
100,无敌礼包,3,礼包/宝箱/资源包,无敌,,,是,,,,,112,0x3c2e,ffff000000630102f200ffff0000000000000000040605f5e0ff0705f5e0ff080098967f09000f423f02000a0064000100a9000100aa000100ab000100500063
101,驱逐令,0,普通/功能道具,将城中封地驱逐到其他城池中.,23,effect#23 驱逐封地时消耗，每次消耗1个. params=[],,,66,cat6/p2/good66/价1=20/价2=200,,27,0x3cb8,00040000006302007700ffff000000000000000100170000000000
102,悬赏令,0,普通/功能道具,"发布悬赏令,激发斗志.",24,effect#24 俘虏敌将的几率增加一倍，效果持续1小时 params=[1],,,52/65,cat1/p3/good52/价1=30/价2=0; cat6/p1/good65/价1=30/价2=0,,31,0x3d0c,0000000000630102ee00ffff00000000000000010018010000000100000000
