item_id,name,type,type_label,desc,effect_ids,effect_summary,is_package_or_box,has_probability_text,mall_good_ids,mall_summary,dynamic_evidence,tail_len,offset,tail_hex_prefix
21,免战牌,0,普通/功能道具,"悬挂免战牌,在保护期间内,其他玩家无法夺取自己的封地,也无法攻击自己的资源点(但对已经在来犯途中的敌人无效.);同时自己也无法出征夺取他人的封地,攻击他人的资源点和城池.注:使用免战牌无法在城池被攻破时保护封地.",13,effect#13 保护时间持续1天. params=[1],,,49/20,cat1/p3/good49/价1=20/价2=0; cat6/p2/good20/价1=20/价2=0,,31,0x861,00000000006302007500ffff0000000000000001000d010000000100000000
22,鲁公手册,1,增益/加速道具,记录了鲁班工艺诀窍的小册子.,14,"effect#14 缩短1项建造任务或者研究任务的时间0小时15分钟. params=[0, 15]",,,6,cat5/p1/good6/价1=2/价2=20,,35,0x9b9,000d000003e702007200ffff0000000000000001000e02000000000000000f00000000
23,鲁公图册,1,增益/加速道具,记录了鲁班工艺诀窍的小图册.,14,"effect#14 缩短1项建造任务或者研究任务的时间1小时0分钟. params=[1, 0]",,,7,cat5/p1/good7/价1=5/价2=50,,35,0xa18,000d000003e702007300ffff0000000000000001000e02000000010000000000000000
24,鲁公古籍,1,增益/加速道具,记录了鲁班工艺诀窍的古老书籍.,14,"effect#14 缩短1项建造任务或者研究任务的时间2小时0分钟. params=[2, 0]",,,8,cat5/p1/good8/价1=8/价2=80,,35,0xa77,000d0000006302007100ffff0000000000000001000e02000000020000000000000000
25,鲁公宝典,1,增益/加速道具,记录了鲁班主要工艺诀窍的书籍宝典.,14,"effect#14 缩短1项建造任务或者研究任务的时间8小时0分钟. params=[8, 0]",,,9,cat5/p2/good9/价1=30/价2=300,礼包奖励/商城关联：鲁公宝典在商城中出现；属于鲁公类加速/工艺道具。,35,0xad9,000d0000006302005b00ffff0000000000000001000e02000000080000000000000000
26,鲁公秘录,1,增益/加速道具,"记录了鲁班奇特工艺诀窍的书籍宝典,普通人很难掌握其中的玄机.",15,"effect#15 随机缩短1项建造任务或者研究任务的时间10小时～30小时. params=[10, 30]",,,10,cat5/p2/good10/价1=60/价2=600,,35,0xb41,000d0000006302007400ffff0000000000000001000f020000000a0000001e00000000
27,招募令,1,增益/加速道具,"发布招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间1小时 params=[1],,,11,cat5/p1/good11/价1=8/价2=0,,31,0xbce,000e0000006302005600ffff00000000000000010010010000000100000000
28,高级招募令,1,增益/加速道具,"发布高级招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间3小时 params=[3],,,12,cat5/p2/good12/价1=20/价2=0,,31,0xc2a,000e0000006302006900ffff00000000000000010010010000000300000000
29,紧急招募令,1,增益/加速道具,"发布紧急招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间10小时 params=[10],,,13,cat5/p2/good13/价1=50/价2=0,,31,0xc92,000e0000006302006d00ffff00000000000000010010010000000a00000000
30,火药桶,0,普通/功能道具,"塞满硫磺火药的木桶,可以瞬间摧毁建筑.",2,"effect#2 将地面的建筑摧毁,成为空地;建筑被摧毁后得不到回收资源;该物品不能对行政大厅使用. params=[]",,,19,cat6/p1/good19/价1=20/价2=200,,27,0xcfa,00060000006302006c00ffff000000000000000100020000000000
31,名帖,0,普通/功能道具,"使用后,可以修改君主的名字.",17,effect#17 每次修改消耗1个. params=[],,,158,cat2/p1/good158/价1=300/价2=0,,27,0xd5b,00000000006301039000ffff000000000000000100110000000000
32,通商令,2,生产/内政增益,鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续1天. params=[25, 1]",,,4,cat4/p1/good4/价1=3/价2=30,,35,0xdaa,00040000006302007a01ffff0000000000000001001202000000190000000100000000
33,高级通商令,2,生产/内政增益,大力鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续7天. params=[25, 7]",,,5,cat4/p1/good5/价1=15/价2=150,,35,0xdeb,00040000006302006501ffff0000000000000001001202000000190000000700000000
39,30级兵武箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把30级以内武器，品质在良好以上。,,,是,,79,cat3/p1/good79/价1=10/价2=0,,171,0x10b5,ffff00000063010c0200ffff00000000000000000205010b010200010010000303090000057801b804000024b801f40064000104e201b304000024b801f40064
47,60级兵武箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一把60级以内武器，品质在良好以上。,,,是,,80,cat3/p1/good80/价1=12/价2=0,,261,0x1688,ffff00000063010c0200ffff00000000000000000205010b0102000100100005030f00000064021c04000024b801f4006400010064021204000024b801f40064
48,80级兵武箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一把80级以内武器，品质在良好以上。,,,是,,81,cat3/p1/good81/价1=15/价2=0,,306,0x17f7,ffff00000063010c0200ffff00000000000000000205010b010200010010000803120000000a02e404000024b801f400640001000a02d004000024b801f40064
49,30级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一顶30级以内头盔，品质在良好以上。,,,是,,82,cat3/p1/good82/价1=5/价2=0,,66,0x1993,ffff00000063010c0200ffff00000000000000000205010b01020001001000030302001e1b5801a4040000000000000000001f0bb80190040000000000000000
50,70级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一顶70级以内头盔，品质在良好以上。,,,是,,84,cat3/p1/good84/价1=8/价2=0,,126,0x1a3f,ffff00000063010c0200ffff00000000000000000205010b01020001001000070306001e0064028a040000000000000000001f01900258040000000000000000
51,50级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一件50级以内铠甲，品质在良好以上。,,,是,,86,cat3/p1/good86/价1=6/价2=0,,96,0x1b27,ffff00000063010c0200ffff00000000000000000205010b01020001001000050304002801f401f904000000000000000000290dac01d6040000000000000000
52,35级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一匹35级以内坐骑器，品质在良好以上。,,,是,,88,cat3/p1/good88/价1=15/价2=0,,66,0x1bf1,ffff00000063010c0200ffff00000000000000000205010b0102000100100003030200321b5801ae04000000000000000000330bb80190040000000000000000
59,青铜钥匙,3,礼包/宝箱/资源包,可以开启青铜宝箱的钥匙.,,,是,,35,cat7/p1/good35/价1=5/价2=50,,24,0x2109,ffff0000006302007800ffff000000000000000000000000
64,战鼓,0,普通/功能道具,"作战时擂响的战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击10%,持续1天. params=[10, 1]",,,50/31,cat1/p3/good50/价1=50/价2=500; cat6/p1/good31/价1=50/价2=500,,35,0x24bf,00000000006301005501ffff00000000000000010013020000000a0000000100000000
65,高级战鼓,0,普通/功能道具,"作战时擂响的高级战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击25%,持续1天. params=[25, 1]",,,32,cat6/p2/good32/价1=200/价2=2000,,35,0x2522,00000000006301006801ffff0000000000000001001302000000190000000100000000
66,八阵图,0,普通/功能道具,"以周易八卦推演的阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御10%,持续1天. params=[10, 1]",,,51/33,cat1/p3/good51/价1=50/价2=500; cat6/p1/good33/价1=50/价2=500,,35,0x2591,00000000006301005901ffff00000000000000010014020000000a0000000100000000
67,高级八阵图,0,普通/功能道具,"以周易八卦推演的高级阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御25%,持续1天. params=[25, 1]",,,34,cat6/p2/good34/价1=200/价2=2000,,35,0x2606,00000000006301006201ffff0000000000000001001402000000190000000100000000
68,精铁钥匙,3,礼包/宝箱/资源包,可以开启精铁宝箱的钥匙.,,,是,,68,cat7/p1/good68/价1=8/价2=0,,24,0x2687,ffff0000006302006f00ffff000000000000000000000000
76,初级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时15分钟. params=[0, 15]",,,36,cat5/p1/good36/价1=5/价2=0,,35,0x2cb1,00050000006302005d00ffff0000000000000001001502000000000000000f00000000
77,中级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时30分钟. params=[0, 30]",,,37,cat5/p2/good37/价1=8/价2=0,,35,0x2d4e,00050000006302005800ffff0000000000000001001502000000000000001e00000000
78,高级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间1小时0分钟. params=[1, 0]",,,38,cat5/p2/good38/价1=15/价2=0,,35,0x2deb,00050000006302006700ffff0000000000000001001502000000010000000000000000
79,特级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间3小时0分钟. params=[3, 0]",,,39,cat5/p2/good39/价1=30/价2=0,,35,0x2e88,00050000006302007900ffff0000000000000001001502000000030000000000000000
80,行军令,1,增益/加速道具,行军令可以让军队加快行军速度.注:行军时间低于20分钟的出征军队将无法继续使用行军令.,22,effect#22 缩短50%的出征时间. params=[50],,,40,cat5/p1/good40/价1=80/价2=0,,31,0x2f25,00050000006302007e00ffff00000000000000010016010000003200000000
85,钻石礼包,3,礼包/宝箱/资源包,"开启后可获得:成长值82的将领1个,徭役令10个,高级屯田令1个,高级通商令1个,鲁公秘录3个,紧急招募令3个,招贤令10,兵法心得5个,高级迁封令3个，高级战鼓1个,高级八阵图1个,悬赏令3个,大财神符3个,大神农符3个,大福神符3个,大练兵符3个,冰玉大材料包1个，仙芝大材料包1个，黄金999个.",,,是,,46/43,cat1/p2/good46/价1=3000/价2=0; cat7/p1/good43/价1=3000/价2=0,商城篡改验证：good_id=43/钻石礼包，白银路径返回不能用白银购买，黄金路径返回黄金不足。,163,0x3189,ffff000000090102f200ffff00000000000000000309000003e70c010d010200110000000a0002000100210001001a0003001d00030014000a00120005000800
86,金礼包,3,礼包/宝箱/资源包,"开启后可获得:成长值75的将领1个,招贤令8个,高级迁封令1个，战鼓1个,八阵图1个,悬赏令1个,财神符3个,神农符3个,练兵符3个,福神符3个,玄铁大材料包1个，玉露大材料包1个，黄金399个.",,,是,,47/42,cat1/p2/good47/价1=800/价2=0; cat7/p1/good42/价1=800/价2=0,,139,0x33b1,ffff000000090102e700ffff000000000000000003090000018f0c010d0102000b00140008000800010040000100420001006600010069000300670003006d00
87,银礼包,3,礼包/宝箱/资源包,"开启后可获得:徭役令5个,屯田令3个,通商令3个,招贤令5个,迁封令1个,练兵符1个,福神符1个，水晶大材料包，灵草大材料包，黄金99个.",,,是,,41,cat7/p1/good41/价1=200/价2=0,,67,0x353b,ffff000000090102ef00ffff00000000000000000109000000630100090000000500010003002000030014000500060001006d0001006b000100c7000100cb00
90,檄文,0,普通/功能道具,发布檄文.,32,"effect#32 使军队在夺取产生破坏时,对封地建筑的破坏力提升一倍,效果持续2小时. params=[2]",,,71,cat6/p3/good71/价1=20/价2=0,,31,0x36fc,0000000000630102e500ffff00000000000000010020010000000200000000
92,木牛流马,0,普通/功能道具,雇佣强力的运输工具--木牛流马.,34,"effect#34 在夺取封地成功时,获取的资源量提升一倍,效果持续2小时. params=[2]",,,72,cat6/p3/good72/价1=20/价2=0,,31,0x379a,0000000000630102ea00ffff00000000000000010022010000000200000000
93,讨伐诏书,0,普通/功能道具,发布讨伐诏书.,33,"effect#33 在夺取封地成功时,对封地将领的降忠效果提升一倍,效果持续2小时. params=[2]",,,73,cat6/p3/good73/价1=20/价2=0,,31,0x37f7,0000000000630102ed00ffff00000000000000010021010000000200000000
101,驱逐令,0,普通/功能道具,将城中封地驱逐到其他城池中.,23,effect#23 驱逐封地时消耗，每次消耗1个. params=[],,,66,cat6/p2/good66/价1=20/价2=200,,27,0x3cb8,00040000006302007700ffff000000000000000100170000000000
102,悬赏令,0,普通/功能道具,"发布悬赏令,激发斗志.",24,effect#24 俘虏敌将的几率增加一倍，效果持续1小时 params=[1],,,52/65,cat1/p3/good52/价1=30/价2=0; cat6/p1/good65/价1=30/价2=0,,31,0x3d0c,0000000000630102ee00ffff00000000000000010018010000000100000000
103,神农符,2,生产/内政增益,使用后能得到神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续1天. params=[50, 1]",,,55/61,cat1/p3/good55/价1=15/价2=0; cat4/p1/good61/价1=15/价2=0,,35,0x3d59,0004000000630202ec01ffff0000000000000001001a02000000320000000100000000
104,大神农符,2,生产/内政增益,使用后能得到大神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续7天. params=[50, 7]",,,56/62,cat1/p3/good56/价1=80/价2=0; cat4/p1/good62/价1=80/价2=0,,35,0x3daf,0004000000630202e301ffff0000000000000001001a02000000320000000700000000
105,财神符,2,生产/内政增益,使用后能得到财神的庇佑量.,25,"effect#25 提升封地铜钱的产量50%,持续1天. params=[50, 1]",,,53/59,cat1/p3/good53/价1=5/价2=0; cat4/p1/good59/价1=5/价2=0,,35,0x3e0b,0004000000630202f301ffff0000000000000001001902000000320000000100000000
106,大财神符,2,生产/内政增益,使用后能得到大财神的庇佑.,25,"effect#25 提升封地铜钱的产量50%,持续7天. params=[50, 7]",,,54/60,cat1/p3/good54/价1=25/价2=0; cat4/p1/good60/价1=25/价2=0,,35,0x3e64,0004000000630202e001ffff0000000000000001001902000000320000000700000000
107,福神符,0,普通/功能道具,使用后能得到福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加50%,持续1小时. params=[50, 1]",,,58/64,cat1/p2/good58/价1=15/价2=0; cat5/p1/good64/价1=15/价2=0,,35,0x3ec0,0000000000630102e400ffff0000000000000001001b02000000320000000100000000
108,大福神符,0,普通/功能道具,使用后能得到大福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加100%,持续1小时. params=[100, 1]",,,75/70,cat1/p2/good75/价1=30/价2=0; cat5/p1/good70/价1=30/价2=0,,35,0x3f16,0000000000630102e100ffff0000000000000001001b02000000640000000100000000
109,练兵符,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加50%,持续1小时. params=[50, 1]",,,57/63,cat1/p2/good57/价1=30/价2=0; cat5/p1/good63/价1=30/价2=0,,35,0x3f72,0000000000630102e800ffff0000000000000001001d02000000320000000100000000
110,大练兵符,0,普通/功能道具,大力鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加100%,持续1小时. params=[100, 1]",,,74/69,cat1/p2/good74/价1=80/价2=0; cat5/p1/good69/价1=80/价2=0,,35,0x3fb3,0000000000630102e200ffff0000000000000001001d02000000640000000100000000
172,招贤金榜,0,普通/功能道具,"发布招贤金榜,招募将领.",36,"effect#36 刷新招募将领列表,必刷出60成长以上将领. params=[]",,,77/76,cat1/p2/good77/价1=100/价2=0; cat6/p1/good76/价1=100/价2=0,,27,0x586e,000000000063020c0100ffff000000000000000100240000000000
173,30级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一件30级以内铠甲，品质在良好以上。,,,是,,85,cat3/p1/good85/价1=5/价2=0,,66,0x58bd,ffff00000063010c0200ffff00000000000000000205010b0102000100100003030200281b5801a404000000000000000000290bb80190040000000000000000
174,70级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一件70级以内铠甲，品质在良好以上。,,,是,,87,cat3/p1/good87/价1=8/价2=0,,126,0x5969,ffff00000063010c0200ffff00000000000000000205010b0102000100100007030600280064028a040000000000000000002901900258040000000000000000
175,60级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在良好以上。,,,是,,89,cat3/p1/good89/价1=18/价2=0,,81,0x5a51,ffff00000063010c0200ffff00000000000000000205010b0102000100100006030300320bb801f40400000000000000000033138801c2040000000000000000
176,50级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一顶50级以内头盔，品质在良好以上。,,,是,,83,cat3/p1/good83/价1=6/价2=0,,96,0x5b0c,ffff00000063010c0200ffff00000000000000000205010b01020001001000050304001e01f401f9040000000000000000001f0dac01d6040000000000000000
177,80级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在良好以上。,,,是,,90,cat3/p1/good90/价1=25/价2=0,,96,0x5bd6,ffff00000063010c0200ffff00000000000000000205010b01020001001000080304003203e8028004000000000000000000330fa00230040000000000000000
178,镔铁材料包,3,礼包/宝箱/资源包,"内含10个镔铁,可用于普通装备的强化.",,,是,,103,cat3/p3/good103/价1=1/价2=0,,30,0x5ca0,000c00000063010bfe00ffff0000000000000000000100010003000a0000
179,水晶材料包,3,礼包/宝箱/资源包,"内含10个水晶,可用于品质良好装备的强化.",,,是,,104,cat3/p3/good104/价1=3/价2=0,,30,0x5d06,000c00000063010bfe00ffff0000000000000000000100010022000a0000
180,玄铁材料包,3,礼包/宝箱/资源包,"内含10个玄铁,可用于品质优秀装备的强化.",,,是,,105,cat3/p3/good105/价1=5/价2=0,,30,0x5d72,000c00000063010bfe00ffff0000000000000000000100010023000a0000
181,冰玉材料包,3,礼包/宝箱/资源包,"内含10个冰玉,可用于品质卓越装备的强化.",,,是,,106,cat3/p3/good106/价1=10/价2=0,,30,0x5dde,000c00000063010bfe00ffff0000000000000000000100010077000a0000
182,浆果材料包,3,礼包/宝箱/资源包,"内含10个浆果,可用于普通坐骑的强化.",,,是,,107,cat3/p3/good107/价1=1/价2=0,,30,0x5e4a,000c00000063010bfe00ffff0000000000000000000100010078000a0000
183,灵草材料包,3,礼包/宝箱/资源包,"内含10个灵草,可用于品质良好坐骑的强化.",,,是,,108,cat3/p3/good108/价1=3/价2=0,,30,0x5eb0,000c00000063010bfe00ffff0000000000000000000100010079000a0000
184,玉露材料包,3,礼包/宝箱/资源包,"内含10个玉露,可用于品质优秀坐骑的强化.",,,是,,109,cat3/p3/good109/价1=5/价2=0,,30,0x5f1c,000c00000063010bfe00ffff000000000000000000010001007a000a0000
185,仙芝材料包,3,礼包/宝箱/资源包,"内含10个仙芝,可用于品质卓越坐骑的强化.",,,是,,110,cat3/p3/good110/价1=10/价2=0,,30,0x5f88,000c00000063010bfe00ffff000000000000000000010001007b000a0000
186,30级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把30级以内武器，品质在优秀以上。,,,是,,91,cat3/p2/good91/价1=30/价2=0,,171,0x5ff4,ffff00000063010c0000ffff00000000000000000205010b010200010010000303090000057806f404000024b801f40064000104e206ea04000024b801f40064
187,60级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一把60级以内武器，品质在优秀以上。,,,是,,92,cat3/p2/good92/价1=36/价2=0,,261,0x610f,ffff00000063010c0000ffff00000000000000000205010b0102000100100006030f0000006407bc04000024b801f400640001006407a804000024b801f40064
188,80级高级兵武箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一把80级以内武器，品质在优秀以上。,,,是,,93,cat3/p2/good93/价1=45/价2=0,,306,0x6284,ffff00000063010c0000ffff00000000000000000205010b010200010010000803120000000a08a204000024b801f400640001000a088404000024b801f40064
189,30级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一顶30级以内头盔，品质在优秀以上。,,,是,,94,cat3/p2/good94/价1=15/价2=0,,66,0x6426,ffff00000063010c0000ffff00000000000000000205010b01020001001000030302001e1b5806b8040000000000000000001f0bb806a4040000000000000000
190,50级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一顶50级以内头盔，品质在优秀以上。,,,是,,95,cat3/p2/good95/价1=18/价2=0,,96,0x64d8,ffff00000063010c0000ffff00000000000000000205010b01020001001000050304001e01f4073a040000000000000000001f0dac0708040000000000000000
191,70级高级兵盔箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一顶70级以内头盔，品质在优秀以上。,,,是,,96,cat3/p2/good96/价1=24/价2=0,,126,0x65a8,ffff00000063010c0000ffff00000000000000000205010b01020001001000070306001e00640834040000000000000000001f019007e4040000000000000000
192,30级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一件30级以内铠甲，品质在优秀以上,,,是,,97,cat3/p2/good97/价1=15/价2=0,,66,0x6696,ffff00000063010c0000ffff00000000000000000205010b0102000100100003030200281b5806b804000000000000000000290bb806a4040000000000000000
193,50级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书5本，并附赠一件50级以内铠甲，品质在优秀以上。,,,是,,98,cat3/p2/good98/价1=18/价2=0,道具使用动态验证：0x3144 50级高级兵甲箱 item_id=193；原样重放在无库存时返回不足。,96,0x6745,ffff00000063010c0000ffff00000000000000000205010b01020001001000050304002801f4073a04000000000000000000290dac0708040000000000000000
194,70级高级兵甲箱,3,礼包/宝箱/资源包,开启获得兵书7本，并附赠一件70级以内铠甲，品质在优秀以上。,,,是,,99,cat3/p2/good99/价1=24/价2=0,,126,0x6815,ffff00000063010c0000ffff00000000000000000205010b010200010010000703060028006408340400000000000000000029019007e4040000000000000000
195,35级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书3本，并附赠一把35级以内坐骑，品质在优秀以上,,,是,,100,cat3/p2/good100/价1=45/价2=0,,66,0x6903,ffff00000063010c0000ffff00000000000000000205010b0102000100100003030200321b5806cc04000000000000000000330bb806a4040000000000000000
196,60级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书6本，并附赠一匹60级以内坐骑，品质在优秀以上。,,,是,,101,cat3/p2/good101/价1=54/价2=0,,81,0x69b2,ffff00000063010c0000ffff00000000000000000205010b0102000100100006030300320bb8071c0400000000000000000033138806e0040000000000000000
197,80级高级兵骑箱,3,礼包/宝箱/资源包,开启获得兵书8本，并附赠一匹80级以内坐骑，品质在优秀以上,,,是,,102,cat3/p2/good102/价1=75/价2=0,,96,0x6a73,ffff00000063010c0000ffff00000000000000000205010b01020001001000080304003203e807d004000000000000000000330fa0076c040000000000000000
198,镔铁大材料包,3,礼包/宝箱/资源包,"内含99个镔铁,可用于普通装备的强化.",,,是,,111,cat3/p3/good111/价1=9/价2=0,,30,0x6b40,000c00000063010bff00ffff000000000000000000010001000300630000
199,水晶大材料包,3,礼包/宝箱/资源包,"内含99个水晶,可用于品质良好装备的强化.",,,是,,112,cat3/p3/good112/价1=27/价2=0,,30,0x6ba9,000c00000063010bff00ffff000000000000000000010001002200630000
200,玄铁大材料包,3,礼包/宝箱/资源包,"内含99个玄铁,可用于品质优秀装备的强化.",,,是,,113,cat3/p3/good113/价1=45/价2=0,,30,0x6c18,000c00000063010bff00ffff000000000000000000010001002300630000
201,冰玉大材料包,3,礼包/宝箱/资源包,"内含99个冰玉,可用于品质卓越装备的强化.",,,是,,114,cat3/p3/good114/价1=90/价2=0,,30,0x6c87,000c00000063010bff00ffff000000000000000000010001007700630000
202,浆果大材料包,3,礼包/宝箱/资源包,"内含99个浆果,可用于普通坐骑的强化.",,,是,,115,cat3/p4/good115/价1=9/价2=0,,30,0x6cf6,000c00000063010bff00ffff000000000000000000010001007800630000
203,灵草大材料包,3,礼包/宝箱/资源包,"内含99个灵草,可用于品质良好坐骑的强化.",,,是,,116,cat3/p4/good116/价1=27/价2=0,,30,0x6d5f,000c00000063010bff00ffff000000000000000000010001007900630000
