item_id,name,parse_status,resource_rewards,item_rewards,resource_count,item_reward_count,sections,remaining_hex_prefix,tail_len,desc
97,300两银票,parsed_full,白银*300,,1,0,[],0000,29,开启后可获取300两白银.
98,1000两银票,parsed_full,白银*1000,,1,0,[],0000,29,开启后可获取1000两白银.
118,专属礼包,parsed_full,白银*2000,徭役令(0)*5 / 财神符(105)*5 / 神农符(103)*5 / 鲁公手册(22)*8 / 鲁公图册(23)*5 / 鲁公古籍(24)*3 / 鲁公宝典(25)*1 / 招募令(27)*5 / 高级招募令(28)*3 / 紧急招募令(29)*1 / 练兵符(109)*3 / 福神符(107)*3 / 小还丹(13)*5 / 大还丹(14)*3,1,14,"[{""section_type"": 1, ""count"": 14}]",00,87,"尊贵的专属礼包,内含大量白银、道具."
169,建国道具礼包,parsed_full,,建国道具礼包(169)*1 / 玉玺(112)*9 / 虎符(113)*27 / 印绶(114)*100 / 令牌(115)*1500,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,无敌
170,技能书礼包,parsed_full,,初级暴击技能书(124)*99 / 中级暴击技能书(125)*99 / 高级暴击技能书(126)*99 / 初级连击技能书(127)*99 / 中级连击技能书(128)*99 / 高级连击技能书(129)*99 / 初级格挡技能书(130)*99 / 中级格挡技能书(131)*99 / 高级格挡技能书(132)*99 / 初级斩将技能书(133)*99 / 中级斩将技能书(134)*99 / 高级斩将技能书(135)*99,0,12,"[{""section_type"": 1, ""count"": 12}]",00,74,无敌
171,材料礼包,parsed_full,,材料礼包(171)*1 / 镔铁(3)*99 / 水晶(34)*99 / 玄铁(35)*99 / 冰玉(119)*99 / 浆果(120)*99 / 灵草(121)*99 / 玉露(122)*99 / 仙芝(123)*99,0,9,"[{""section_type"": 1, ""count"": 9}]",00,62,无敌
178,镔铁材料包,parsed_full,,镔铁(3)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个镔铁,可用于普通装备的强化."
179,水晶材料包,parsed_full,,水晶(34)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个水晶,可用于品质良好装备的强化."
180,玄铁材料包,parsed_full,,玄铁(35)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个玄铁,可用于品质优秀装备的强化."
181,冰玉材料包,parsed_full,,冰玉(119)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个冰玉,可用于品质卓越装备的强化."
182,浆果材料包,parsed_full,,浆果(120)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个浆果,可用于普通坐骑的强化."
183,灵草材料包,parsed_full,,灵草(121)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个灵草,可用于品质良好坐骑的强化."
184,玉露材料包,parsed_full,,玉露(122)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个玉露,可用于品质优秀坐骑的强化."
185,仙芝材料包,parsed_full,,仙芝(123)*10,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含10个仙芝,可用于品质卓越坐骑的强化."
198,镔铁大材料包,parsed_full,,镔铁(3)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个镔铁,可用于普通装备的强化."
199,水晶大材料包,parsed_full,,水晶(34)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个水晶,可用于品质良好装备的强化."
200,玄铁大材料包,parsed_full,,玄铁(35)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个玄铁,可用于品质优秀装备的强化."
201,冰玉大材料包,parsed_full,,冰玉(119)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个冰玉,可用于品质卓越装备的强化."
202,浆果大材料包,parsed_full,,浆果(120)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个浆果,可用于普通坐骑的强化."
203,灵草大材料包,parsed_full,,灵草(121)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个灵草,可用于品质良好坐骑的强化."
204,玉露大材料包,parsed_full,,玉露(122)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个玉露,可用于品质优秀坐骑的强化."
205,仙芝大材料包,parsed_full,,仙芝(123)*99,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,"内含99个仙芝,可用于品质卓越坐骑的强化."
206,公会礼包,parsed_full,,印绶(114)*2 / 令牌(115)*10 / 练兵符(109)*1 / 福神符(107)*1 / 招募令(27)*2 / 初级行军符(76)*2,0,6,"[{""section_type"": 1, ""count"": 6}]",00,50,"开启后可获得:印绶2个,令牌10个,练兵符1个,福神符1个,招募令2个,初级行军符2个"
209,幸运礼包,parsed_full,白银*600,徭役令(0)*3 / 惊喜宝箱(99)*3 / 30级高级兵武箱(186)*1 / 30级高级兵盔箱(189)*1 / 30级高级兵甲箱(192)*1 / 35级高级兵骑箱(195)*1,1,6,"[{""section_type"": 1, ""count"": 6}]",00,55,"开启后可获得:白银600个,徭役令3个,惊喜宝箱3个,30级高级兵武箱1个,30级高级兵盔箱1个,30级高级兵甲箱1个,35级高级兵骑箱1个"
210,龙腾礼包,parsed_full,,行军令(80)*3 / 初级行军符(76)*2 / 中级行军符(77)*1 / 高级行军符(78)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：行军令3个、初级行军符2个、中级行军符1个、高级行军符1个
211,虎跃礼包,parsed_full,,招募令(27)*10 / 高级招募令(28)*6 / 紧急招募令(29)*2,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：招募令10个、高级招募令6个、紧急招募令2个
212,鸿运礼包,parsed_full,白银*200,徭役令(0)*1 / 练兵符(109)*1 / 福神符(107)*1 / 财神符(105)*1 / 神农符(103)*1 / 鲁公手册(22)*2 / 招募令(27)*1 / 兵书(16)*1 / 初级行军符(76)*1 / 传音符小礼包(10)*1 / 镔铁材料包(178)*5 / 浆果材料包(182)*5,1,12,"[{""section_type"": 1, ""count"": 12}]",00,79,"开启后可获得:白银200个,徭役令1个,练兵符1个,福神符1个,财神符1个,神农符1个,鲁公手册2个,招募令1个,兵书1个,初级行军符1个,传音符小礼包1个,镔铁材料包5个,浆果材料包5个."
214,成长礼包,parsed_full,粮食*120000 / 铜钱*50000,鲁公手册(22)*5 / 鲁公图册(23)*2 / 徭役令(0)*2 / 招募令(27)*3 / 传音符(9)*10 / 初级行军符(76)*2 / 屯田令(1)*2 / 通商令(32)*2 / 福神符(107)*1 / 练兵符(109)*1,2,10,"[{""section_type"": 1, ""count"": 10}]",00,76,开启可获得：鲁公手册*5、鲁公图册*2、徭役令*2、招募令*3、传音符*10、初级行军符*2、屯田令*2、通商令*2、福神符*1、练兵符*1、铜钱*50000、粮食*120000。
215,拓展礼包,parsed_full,,徭役令(0)*3 / 财神符(105)*3 / 神农符(103)*3 / 屯田令(1)*3 / 通商令(32)*3,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：徭役令*3、财神符*3、神农符*3、屯田令*3、通商令*3
216,精英新手礼包,parsed_full,,传音符小礼包(10)*1 / 旌旗(5)*2 / 迁封令(6)*2 / 青铜钥匙(59)*2 / 精铁钥匙(68)*2,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：传音符小礼包*1、旌旗*2、迁封令*2、青铜钥匙*5、精铁钥匙*5
217,初阶装备礼包,parsed_full,,30级兵盔箱(49)*1 / 30级兵甲箱(173)*1 / 30级兵武箱(39)*1 / 35级兵骑箱(52)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
218,初阶强化礼包,parsed_full,,浆果材料包(182)*1 / 灵草大材料包(203)*1 / 镔铁材料包(178)*1 / 水晶材料包(179)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：浆果大材料包*1、灵草大材料包*1、镔铁大材料包*1、水晶大材料包*1
219,新手体验包,parsed_full,,鲁公手册(22)*10 / 中级铜钱辎重(81)*3 / 中级粮食辎重(56)*3 / 徭役令(0)*4 / 兵书(16)*1,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：鲁公手册*10、铜钱辎重（中*3、粮食辎重（中*3、徭役令*4、兵书*10
220,晋升礼包,parsed_full,,鲁公宝典(25)*2 / 鲁公秘录(26)*1 / 招募令(27)*8 / 高级招募令(28)*2,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：鲁公宝典*2、鲁公秘录*1、招募令*8、高级招募令*2
221,神速礼包,parsed_full,,练兵符(109)*1 / 初级行军符(76)*6 / 中级行军符(77)*5 / 高级行军符(78)*4 / 特级行军符(79)*2,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：练兵符*1、初级行军符*6、中级行军符*5、高级行军符*4、特级行军符*2
222,守护礼包,parsed_full,,免战牌(21)*1 / 驱逐令(101)*2 / 九转金丹(15)*1,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：免战牌*1、驱逐令*2、九转金丹*1
223,华佗礼包,parsed_full,,重置丹(19)*1 / 活血丹(12)*4 / 小还丹(13)*3 / 大还丹(14)*2 / 九转金丹(15)*1,0,5,"[{""section_type"": 1, ""count"": 5}]",00,46,开启后可获得：洗髓丹*1、活血丹*4、小还丹*3、大还丹*2、九转金丹*1
224,初战礼包,parsed_full,,高级兵书(17)*5 / 战鼓(64)*1 / 八阵图(66)*1,0,3,"[{""section_type"": 1, ""count"": 3}]",00,38,开启后可获得：高级兵书*5、战鼓*1、八阵图*1
225,豪华强化礼包,parsed_full,,玉露大材料包(204)*1 / 仙芝大材料包(205)*1 / 玄铁大材料包(200)*1 / 冰玉大材料包(201)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：玉露大材料包*1、仙芝大材料包*1、玄铁大材料包*1、冰玉大材料包*1
226,豪华装备礼包,parsed_full,,70级兵盔箱(50)*5 / 70级兵甲箱(174)*5 / 80级兵武箱(48)*5 / 80级兵骑箱(177)*5,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：70级头盔箱*5、70级铠甲箱*5、80级武器箱*5、80级坐骑箱*5
227,激战礼包,parsed_full,,悬赏令(102)*1 / 檄文(90)*1 / 木牛流马(92)*1 / 讨伐诏书(93)*1,0,4,"[{""section_type"": 1, ""count"": 4}]",00,42,开启后可获得：悬赏令*1、复仇檄文*1、木牛流马*1、讨伐诏书*1
228,精品礼包,parsed_full,,战鼓(64)*1 / 八阵图(66)*1 / 火药桶(30)*2 / 小还丹(13)*6 / 大还丹(14)*5 / 免战牌(21)*1 / 旌旗(5)*2 / 徭役令(0)*2 / 财神符(105)*2 / 神农符(103)*2 / 屯田令(1)*2 / 通商令(32)*2,0,12,"[{""section_type"": 1, ""count"": 12}]",00,74,开启后可获得:战鼓*1、八阵图*1、火药桶*2、小还丹*6、大还丹*5、免战牌*1、旌旗*2、徭役令*2、财神符*2、神农符*2、屯田令*2、通商令*2
229,极品礼包,parsed_full,,徭役令(0)*2 / 青铜钥匙(59)*2 / 精铁钥匙(68)*2 / 旌旗(5)*2 / 传音符(9)*2 / 活血丹(12)*2 / 小还丹(13)*2 / 大还丹(14)*2 / 初级行军符(76)*2 / 鲁公手册(22)*2 / 30级兵盔箱(49)*1 / 30级兵甲箱(173)*1 / 30级兵武箱(39)*1 / 35级兵骑箱(52)*1,0,14,"[{""section_type"": 1, ""count"": 14}]",00,82,开启后可获得：徭役令*2、青铜钥匙*2、精铁钥匙*2、旌旗*2、传音符*2、活血丹*2、小还丹*2、大还丹*2、初级行军符*2、鲁公手册*2、30级头盔箱*1、30级铠甲箱*1、30级武器箱*1、35级坐骑箱*1
230,金钻礼包,parsed_full,,紧急招募令(29)*2 / 大还丹(14)*10 / 九转金丹(15)*10 / 高级战鼓(65)*1 / 高级八阵图(67)*1 / 高级迁封令(8)*2 / 檄文(90)*2 / 木牛流马(92)*2 / 讨伐诏书(93)*2 / 高级屯田令(2)*2 / 高级通商令(33)*2 / 80级高级兵武箱(188)*2 / 70级高级兵盔箱(191)*2 / 70级高级兵甲箱(194)*2 / 80级高级兵骑箱(197)*2 / 传音符大礼包(11)*1 / 青铜钥匙(59)*5 / 精铁钥匙(68)*5,0,18,"[{""section_type"": 1, ""count"": 18}]",00,98,开启后可获得：紧急招募令*2、大还丹*10、九转金丹*10、高级战鼓*1、高级八阵图*1、高级迁封令*2、复仇檄文*2、木牛流马*2、讨伐诏书*2、高级屯田令*2、高级通商令*2、80级高级武器箱*2、70级高头盔器箱*2、70级高铠甲器箱*2、80级高坐骑器箱*2、传音符大礼包*1、青铜钥匙*5、精铁钥匙*5
236,黄钻新手礼包,parsed_full,,徭役令(0)*1 / 屯田令(1)*1 / 通商令(32)*1 / 鲁公手册(22)*1 / 初级行军符(76)*1 / 活血丹(12)*1 / 兵书(16)*1 / 传音符(9)*1 / 青铜钥匙(59)*1,0,9,"[{""section_type"": 1, ""count"": 9}]",00,62,徭役令x1，屯田令x1，通商令x1，鲁工手册x1，初级行军符x1，活血丹x1，兵书x1，传音符x1，青铜钥匙x1
237,黄钻每日礼包LV1,parsed_full,粮食*80000 / 铜钱*40000,,2,0,[],0000,34,铜钱x40000，粮食x80000
238,黄钻每日礼包LV2,parsed_full,粮食*90000 / 铜钱*45000,,2,0,[],0000,34,铜钱x45000，粮食x90000
239,黄钻每日礼包LV3,parsed_full,粮食*100000 / 铜钱*50000,,2,0,[],0000,34,铜钱x50000，粮食x100000
240,黄钻每日礼包LV4,parsed_full,粮食*100000 / 铜钱*50000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x50000，粮食x100000，如意宝箱x1
241,黄钻每日礼包LV5,parsed_full,粮食*110000 / 铜钱*55000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x55000，粮食x110000，如意宝箱x1
243,黄钻每日礼包LV6,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x60000，粮食x120000，如意宝箱x1
244,黄钻每日礼包LV7,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1
245,黄钻每日礼包LV8,parsed_full,粮食*120000 / 铜钱*60000,如意宝箱(242)*1 / 冰玉材料包(181)*1 / 仙芝材料包(185)*1,2,3,"[{""section_type"": 1, ""count"": 3}]",00,48,铜钱x60000，粮食x120000，如意宝箱x1，冰玉材料包x1，仙芝材料包x1
246,年费黄钻每日礼包,parsed_full,,徭役令(0)*1,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,徭役令x1
247,升级礼包,parsed_full,白银*50,徭役令(0)*1 / 传音符(9)*5 / 鲁公手册(22)*1 / 招募令(27)*1 / 兵书(16)*1,1,5,"[{""section_type"": 1, ""count"": 5}]",00,51,"游戏礼包里有很多好东西,赶紧打开吧!"
248,升级礼包2,parsed_with_nonzero_trailing,白银*100,徭役令(0)*1 / 传音符(9)*5 / 旌旗(5)*1 / 鲁公手册(22)*2 / 招募令(27)*2 / 青铜钥匙(59)*1 / 火药桶(30)*1 / 兵书(16)*1 / 财神符(105)*1,1,9,"[{""section_type"": 1, ""count"": 9}]",0100010001020000000a,76,"礼包里有资源、宝物、礼包3,需要君主等级达到10级后才能打开."
249,升级礼包3,parsed_with_nonzero_trailing,白银*150,传音符(9)*5 / 旌旗(5)*1 / 鲁公图册(23)*1 / 高级招募令(28)*1 / 青铜钥匙(59)*1 / 活血丹(12)*1 / 火药桶(30)*1 / 兵书(16)*1 / 神农符(103)*1,1,9,"[{""section_type"": 1, ""count"": 9}]",01000100010200000014,76,"礼包里有资源、宝物、礼包4,需要君主等级达到20级后才能打开."
250,升级礼包4,parsed_with_nonzero_trailing,白银*200,传音符(9)*5 / 旌旗(5)*1 / 鲁公图册(23)*2 / 高级招募令(28)*2 / 初级行军符(76)*1 / 青铜钥匙(59)*1 / 小还丹(13)*1 / 招贤令(20)*1 / 兵书(16)*1 / 迁封令(6)*1,1,10,"[{""section_type"": 1, ""count"": 10}]",0100010001020000001e,80,"礼包里有资源、宝物、礼包5,需要君主等级达到30级后才能打开."
251,升级礼包5,parsed_with_nonzero_trailing,白银*250,传音符(9)*5 / 鲁公古籍(24)*1 / 紧急招募令(29)*1 / 中级行军符(77)*1 / 青铜钥匙(59)*1 / 大还丹(14)*1 / 火药桶(30)*1 / 兵书(16)*1 / 八阵图(66)*1 / 福神符(107)*1 / 迁封令(6)*1,1,11,"[{""section_type"": 1, ""count"": 11}]",01000100010200000028,84,"礼包里有资源、宝物、礼包6,需要君主等级达到40级后才能打开."
252,升级礼包6,parsed_with_nonzero_trailing,白银*300,传音符(9)*5 / 鲁公古籍(24)*2 / 紧急招募令(29)*2 / 高级行军符(78)*1 / 青铜钥匙(59)*1 / 九转金丹(15)*1 / 火药桶(30)*1 / 高级兵书(17)*1 / 战鼓(64)*1 / 练兵符(109)*1,1,10,"[{""section_type"": 1, ""count"": 10}]",01000100010200000032,80,"礼包里有资源、宝物、礼包7,需要君主等级达到50级后才能打开."
253,升级礼包7,parsed_with_nonzero_trailing,,高级迁封令(8)*1,0,1,"[{""section_type"": 1, ""count"": 1}]",0100010001020000003c,39,"礼包里有一个高级迁封令,需要君主等级达到60级后才能打开."
256,黄金包,parsed_full,黄金*100,,1,0,[],0000,29,黄金x100
257,活血丹包,parsed_full,,活血丹(12)*3,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,活血丹x3
258,兵书包,parsed_full,,兵书(16)*5,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,普通兵书x5
259,传音符小包,parsed_full,,传音符(9)*2,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,传音符x2
260,鲁公手册包,parsed_full,,鲁公手册(22)*3,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,鲁公手册x3
261,通商令包,parsed_full,,通商令(32)*2,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,通商令x2
264,魔钻每日礼包LV1,parsed_full,粮食*60000 / 铜钱*30000,,2,0,[],0000,34,铜钱x30000，粮食x60000
265,魔钻每日礼包LV2,parsed_full,粮食*70000 / 铜钱*35000,,2,0,[],0000,34,铜钱x35000，粮食x70000
266,魔钻每日礼包LV3,parsed_full,粮食*80000 / 铜钱*45000,,2,0,[],0000,34,铜钱x45000，粮食x80000
267,魔钻每日礼包LV4,parsed_full,粮食*80000 / 铜钱*45000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x45000，粮食x80000
268,魔钻每日礼包LV5,parsed_full,粮食*90000 / 铜钱*50000,如意宝箱(242)*1,2,1,"[{""section_type"": 1, ""count"": 1}]",00,40,铜钱x50000，粮食x90000
269,魔钻每日礼包LV6,parsed_full,粮食*90000 / 铜钱*50000,如意宝箱(242)*1 / 冰玉材料包(181)*1,2,2,"[{""section_type"": 1, ""count"": 2}]",00,44,铜钱x50000，粮食x90000
270,特权礼包,parsed_full,,青铜钥匙(59)*1 / 精铁钥匙(68)*1 / 八阵图(66)*1 / 悬赏令(102)*1 / 檄文(90)*1 / 高级招募令(28)*1 / 徭役令(0)*1 / 财神符(105)*1 / 神农符(103)*1 / 屯田令(1)*1 / 通商令(32)*1,0,11,"[{""section_type"": 1, ""count"": 11}]",00,70,开启后可获得:青铜钥匙*1、精铁钥匙*1、八阵图*1、悬赏令*1、复仇檄文*1、高级招募令*1、徭役令*1、财神符*1、神农符*1、屯田令*1、通商令*1
333,钱袋,parsed_full,白银*888,,1,0,[],0000,29,开启后可获得888白银
334,乾坤袋,parsed_full,粮食*999999 / 铜钱*99999 / 白银*999 / 黄金*99,,4,0,[],0000,44,开启后可获得99黄金、999白银、99999铜钱、999999粮食\n
335,月饼,parsed_full,粮食*888888 / 铜钱*88888,,2,0,[],0000,34,开启后可获得88888铜钱、888888粮食\n
336,汤圆,parsed_full,粮食*999999 / 铜钱*99999,,2,0,[],0000,34,开启后可获得99999铜钱、999999粮食
337,高级玄铁礼包,parsed_full,,玄铁(35)*999,0,1,"[{""section_type"": 1, ""count"": 1}]",00,30,打开后可获得999玄铁
