item_id,name,type,type_label,desc,effect_ids,effect_summary,is_package_or_box,has_probability_text,mall_good_ids,mall_summary,dynamic_evidence,tail_len,offset,tail_hex_prefix
22,鲁公手册,1,增益/加速道具,记录了鲁班工艺诀窍的小册子.,14,"effect#14 缩短1项建造任务或者研究任务的时间0小时15分钟. params=[0, 15]",,,6,cat5/p1/good6/价1=2/价2=20,,35,0x9b9,000d000003e702007200ffff0000000000000001000e02000000000000000f00000000
23,鲁公图册,1,增益/加速道具,记录了鲁班工艺诀窍的小图册.,14,"effect#14 缩短1项建造任务或者研究任务的时间1小时0分钟. params=[1, 0]",,,7,cat5/p1/good7/价1=5/价2=50,,35,0xa18,000d000003e702007300ffff0000000000000001000e02000000010000000000000000
24,鲁公古籍,1,增益/加速道具,记录了鲁班工艺诀窍的古老书籍.,14,"effect#14 缩短1项建造任务或者研究任务的时间2小时0分钟. params=[2, 0]",,,8,cat5/p1/good8/价1=8/价2=80,,35,0xa77,000d0000006302007100ffff0000000000000001000e02000000020000000000000000
25,鲁公宝典,1,增益/加速道具,记录了鲁班主要工艺诀窍的书籍宝典.,14,"effect#14 缩短1项建造任务或者研究任务的时间8小时0分钟. params=[8, 0]",,,9,cat5/p2/good9/价1=30/价2=300,礼包奖励/商城关联：鲁公宝典在商城中出现；属于鲁公类加速/工艺道具。,35,0xad9,000d0000006302005b00ffff0000000000000001000e02000000080000000000000000
26,鲁公秘录,1,增益/加速道具,"记录了鲁班奇特工艺诀窍的书籍宝典,普通人很难掌握其中的玄机.",15,"effect#15 随机缩短1项建造任务或者研究任务的时间10小时～30小时. params=[10, 30]",,,10,cat5/p2/good10/价1=60/价2=600,,35,0xb41,000d0000006302007400ffff0000000000000001000f020000000a0000001e00000000
27,招募令,1,增益/加速道具,"发布招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间1小时 params=[1],,,11,cat5/p1/good11/价1=8/价2=0,,31,0xbce,000e0000006302005600ffff00000000000000010010010000000100000000
28,高级招募令,1,增益/加速道具,"发布高级招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间3小时 params=[3],,,12,cat5/p2/good12/价1=20/价2=0,,31,0xc2a,000e0000006302006900ffff00000000000000010010010000000300000000
29,紧急招募令,1,增益/加速道具,"发布紧急招募令,加快军队的招募速度.",16,effect#16 缩短军队的招募时间10小时 params=[10],,,13,cat5/p2/good13/价1=50/价2=0,,31,0xc92,000e0000006302006d00ffff00000000000000010010010000000a00000000
30,火药桶,0,普通/功能道具,"塞满硫磺火药的木桶,可以瞬间摧毁建筑.",2,"effect#2 将地面的建筑摧毁,成为空地;建筑被摧毁后得不到回收资源;该物品不能对行政大厅使用. params=[]",,,19,cat6/p1/good19/价1=20/价2=200,,27,0xcfa,00060000006302006c00ffff000000000000000100020000000000
31,名帖,0,普通/功能道具,"使用后,可以修改君主的名字.",17,effect#17 每次修改消耗1个. params=[],,,158,cat2/p1/good158/价1=300/价2=0,,27,0xd5b,00000000006301039000ffff000000000000000100110000000000
32,通商令,2,生产/内政增益,鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续1天. params=[25, 1]",,,4,cat4/p1/good4/价1=3/价2=30,,35,0xdaa,00040000006302007a01ffff0000000000000001001202000000190000000100000000
33,高级通商令,2,生产/内政增益,大力鼓励商贸.,18,"effect#18 提升封地铜钱的产量25%,持续7天. params=[25, 7]",,,5,cat4/p1/good5/价1=15/价2=150,,35,0xdeb,00040000006302006501ffff0000000000000001001202000000190000000700000000
64,战鼓,0,普通/功能道具,"作战时擂响的战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击10%,持续1天. params=[10, 1]",,,50/31,cat1/p3/good50/价1=50/价2=500; cat6/p1/good31/价1=50/价2=500,,35,0x24bf,00000000006301005501ffff00000000000000010013020000000a0000000100000000
65,高级战鼓,0,普通/功能道具,"作战时擂响的高级战鼓,以鼓舞军队的士气.",19,"effect#19 提升军队的攻击25%,持续1天. params=[25, 1]",,,32,cat6/p2/good32/价1=200/价2=2000,,35,0x2522,00000000006301006801ffff0000000000000001001302000000190000000100000000
66,八阵图,0,普通/功能道具,"以周易八卦推演的阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御10%,持续1天. params=[10, 1]",,,51/33,cat1/p3/good51/价1=50/价2=500; cat6/p1/good33/价1=50/价2=500,,35,0x2591,00000000006301005901ffff00000000000000010014020000000a0000000100000000
67,高级八阵图,0,普通/功能道具,"以周易八卦推演的高级阵法,能有效的抵御敌人的进攻.",20,"effect#20 提升军队的防御25%,持续1天. params=[25, 1]",,,34,cat6/p2/good34/价1=200/价2=2000,,35,0x2606,00000000006301006201ffff0000000000000001001402000000190000000100000000
76,初级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时15分钟. params=[0, 15]",,,36,cat5/p1/good36/价1=5/价2=0,,35,0x2cb1,00050000006302005d00ffff0000000000000001001502000000000000000f00000000
77,中级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间0小时30分钟. params=[0, 30]",,,37,cat5/p2/good37/价1=8/价2=0,,35,0x2d4e,00050000006302005800ffff0000000000000001001502000000000000001e00000000
78,高级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间1小时0分钟. params=[1, 0]",,,38,cat5/p2/good38/价1=15/价2=0,,35,0x2deb,00050000006302006700ffff0000000000000001001502000000010000000000000000
79,特级行军符,1,增益/加速道具,"特殊的符文,可以加快军队的行军速度.与其他玩家作战的出征队伍不能使用.",21,"effect#21 缩短军队的出征时间3小时0分钟. params=[3, 0]",,,39,cat5/p2/good39/价1=30/价2=0,,35,0x2e88,00050000006302007900ffff0000000000000001001502000000030000000000000000
80,行军令,1,增益/加速道具,行军令可以让军队加快行军速度.注:行军时间低于20分钟的出征军队将无法继续使用行军令.,22,effect#22 缩短50%的出征时间. params=[50],,,40,cat5/p1/good40/价1=80/价2=0,,31,0x2f25,00050000006302007e00ffff00000000000000010016010000003200000000
90,檄文,0,普通/功能道具,发布檄文.,32,"effect#32 使军队在夺取产生破坏时,对封地建筑的破坏力提升一倍,效果持续2小时. params=[2]",,,71,cat6/p3/good71/价1=20/价2=0,,31,0x36fc,0000000000630102e500ffff00000000000000010020010000000200000000
92,木牛流马,0,普通/功能道具,雇佣强力的运输工具--木牛流马.,34,"effect#34 在夺取封地成功时,获取的资源量提升一倍,效果持续2小时. params=[2]",,,72,cat6/p3/good72/价1=20/价2=0,,31,0x379a,0000000000630102ea00ffff00000000000000010022010000000200000000
93,讨伐诏书,0,普通/功能道具,发布讨伐诏书.,33,"effect#33 在夺取封地成功时,对封地将领的降忠效果提升一倍,效果持续2小时. params=[2]",,,73,cat6/p3/good73/价1=20/价2=0,,31,0x37f7,0000000000630102ed00ffff00000000000000010021010000000200000000
101,驱逐令,0,普通/功能道具,将城中封地驱逐到其他城池中.,23,effect#23 驱逐封地时消耗，每次消耗1个. params=[],,,66,cat6/p2/good66/价1=20/价2=200,,27,0x3cb8,00040000006302007700ffff000000000000000100170000000000
102,悬赏令,0,普通/功能道具,"发布悬赏令,激发斗志.",24,effect#24 俘虏敌将的几率增加一倍，效果持续1小时 params=[1],,,52/65,cat1/p3/good52/价1=30/价2=0; cat6/p1/good65/价1=30/价2=0,,31,0x3d0c,0000000000630102ee00ffff00000000000000010018010000000100000000
103,神农符,2,生产/内政增益,使用后能得到神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续1天. params=[50, 1]",,,55/61,cat1/p3/good55/价1=15/价2=0; cat4/p1/good61/价1=15/价2=0,,35,0x3d59,0004000000630202ec01ffff0000000000000001001a02000000320000000100000000
104,大神农符,2,生产/内政增益,使用后能得到大神农的庇佑.,26,"effect#26 提升封地粮食的产量50%,持续7天. params=[50, 7]",,,56/62,cat1/p3/good56/价1=80/价2=0; cat4/p1/good62/价1=80/价2=0,,35,0x3daf,0004000000630202e301ffff0000000000000001001a02000000320000000700000000
105,财神符,2,生产/内政增益,使用后能得到财神的庇佑量.,25,"effect#25 提升封地铜钱的产量50%,持续1天. params=[50, 1]",,,53/59,cat1/p3/good53/价1=5/价2=0; cat4/p1/good59/价1=5/价2=0,,35,0x3e0b,0004000000630202f301ffff0000000000000001001902000000320000000100000000
106,大财神符,2,生产/内政增益,使用后能得到大财神的庇佑.,25,"effect#25 提升封地铜钱的产量50%,持续7天. params=[50, 7]",,,54/60,cat1/p3/good54/价1=25/价2=0; cat4/p1/good60/价1=25/价2=0,,35,0x3e64,0004000000630202e001ffff0000000000000001001902000000320000000700000000
107,福神符,0,普通/功能道具,使用后能得到福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加50%,持续1小时. params=[50, 1]",,,58/64,cat1/p2/good58/价1=15/价2=0; cat5/p1/good64/价1=15/价2=0,,35,0x3ec0,0000000000630102e400ffff0000000000000001001b02000000320000000100000000
108,大福神符,0,普通/功能道具,使用后能得到大福神的庇佑.,27,"effect#27 战斗后获取的资源、声望增加100%,持续1小时. params=[100, 1]",,,75/70,cat1/p2/good75/价1=30/价2=0; cat5/p1/good70/价1=30/价2=0,,35,0x3f16,0000000000630102e100ffff0000000000000001001b02000000640000000100000000
109,练兵符,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加50%,持续1小时. params=[50, 1]",,,57/63,cat1/p2/good57/价1=30/价2=0; cat5/p1/good63/价1=30/价2=0,,35,0x3f72,0000000000630102e800ffff0000000000000001001d02000000320000000100000000
110,大练兵符,0,普通/功能道具,大力鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加100%,持续1小时. params=[100, 1]",,,74/69,cat1/p2/good74/价1=80/价2=0; cat5/p1/good69/价1=80/价2=0,,35,0x3fb3,0000000000630102e200ffff0000000000000001001d02000000640000000100000000
111,新手保护,0,普通/功能道具,新手保护.,31,effect#31 在30级内强制保护状态。 params=[],,,,,,27,0x3ffd,00000000000902007500ffff0000000000000001001f0000000000
113,虎符,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值20%,持续168小时. params=[20, 168]",,,,,,35,0x420b,0001000000630202e600ffff000000000000000100230200000014000000a800000000
114,印绶,0,普通/功能道具,"代表官职权力的印章,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值10%,持续24小时. params=[10, 24]",,,,,,35,0x42b8,0001000000630202f000ffff01000002580000010023020000000a0000001800000000
115,令牌,0,普通/功能道具,"代表将帅军令的令牌,可以用来提升将领的统帅能力或者征调兵马.(此物品为建国时的必需物品)",35,"effect#35 增加将领的统帅值5%,持续1小时. params=[5, 1]",,,,,,35,0x4365,0001000003e70202e900ffff010000001e000001002302000000050000000100000000
172,招贤金榜,0,普通/功能道具,"发布招贤金榜,招募将领.",36,"effect#36 刷新招募将领列表,必刷出60成长以上将领. params=[]",,,77/76,cat1/p2/good77/价1=100/价2=0; cat6/p1/good76/价1=100/价2=0,,27,0x586e,000000000063020c0100ffff000000000000000100240000000000
352,风调雨顺,2,生产/内政增益,"征召百姓服役,用于封地的建设.",37,"effect#37 提升封地粮食产量100%,持续4天. params=[100, 4]",,,159,cat2/p1/good159/价1=180/价2=0,,35,0xb745,00040000006302294301ffff0000000000000001002502000000640000000400000000
353,招财进宝,2,生产/内政增益,鼓励商贸.,38,"effect#38 提升封地铜钱的产量100%,持续4天. params=[100, 4]",,,160,cat2/p2/good160/价1=150/价2=0,,35,0xb7a5,00040000006302295a01ffff0000000000000001002602000000640000000400000000
354,璞玉,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加50%,持续3小时. params=[50, 3]",,,162,cat2/p2/good162/价1=150/价2=0,,35,0xb7e9,00000000006301294e00ffff0000000000000001001d02000000320000000300000000
355,和氏璧,0,普通/功能道具,鼓励练兵.,29,"effect#29 使所有将领战斗获取的经验增加100%,持续3小时. params=[100, 3]",,,,,,35,0xb827,00000000006301294400ffff0000000000000001001d02000000640000000300000000
356,鲁公心诀,1,增益/加速道具,记录了鲁班秘传心法的小册子.,14,"effect#14 缩短1项建造任务或者研究任务的时间100小时0分钟. params=[100, 0]",,,123/120,cat1/p1/good123/价1=300/价2=0; cat5/p1/good120/价1=300/价2=0,,35,0xb868,000d0000006302294a00ffff0000000000000001000e02000000640000000000000000
357,沙场点兵,1,增益/加速道具,敲响战鼓召集士兵.,16,effect#16 缩短军队的招募时间100小时 params=[100],,,124/121,cat1/p1/good124/价1=480/价2=0; cat5/p1/good121/价1=480/价2=0,,31,0xb8c7,000e0000006302295100ffff00000000000000010010010000006400000000
358,典民令,2,生产/内政增益,"征召百姓服役,用于封地的建设.",0,"effect#0 增加3个建筑队列,持续7天. params=[3, 7]",,,163,cat2/p2/good163/价1=50/价2=0,,35,0xb913,00040000006302294200ffff0000000000000001000002000000030000000700000000
359,孟德新书,0,普通/功能道具,记录了曹孟德百战心得的兵书.,10,effect#10 增加将领500000点经验. params=[500000],,,164,cat2/p2/good164/价1=480/价2=0,,31,0xb970,0001000003e702294b01ffff0000000000000001000a010007a12000000000
360,孙子兵法,0,普通/功能道具,记录了孙子百战心得的兵书.,10,effect#10 增加将领1000000点经验. params=[1000000],,,165,cat2/p2/good165/价1=800/价2=0,,31,0xb9cb,0001000003e702295301ffff0000000000000001000a01000f424000000000
361,太平要术,0,普通/功能道具,记录了南华老仙百战心得的兵书.,10,effect#10 增加将领5000000点经验. params=[5000000],,,166,cat2/p2/good166/价1=2400/价2=0,,31,0xba23,0001000003e702295401ffff0000000000000001000a01004c4b4000000000
362,北斗七星,0,普通/功能道具,启动北斗七星阵.,19,"effect#19 提升军队的攻击35%,持续1天. params=[35, 1]",,,183,cat6/p3/good183/价1=800/价2=0,,35,0xba81,00000000006301294101ffff0000000000000001001302000000230000000100000000
363,八门金锁,0,普通/功能道具,启动八门金锁阵.,20,"effect#20 提升军队的防御35%,持续1天. params=[35, 1]",,,184,cat6/p3/good184/价1=800/价2=0,,35,0xbace,00000000006301293f01ffff0000000000000001001402000000230000000100000000
364,皇榜,0,普通/功能道具,"发布皇榜,招募将领.",39,"effect#39 刷新招募将领列表,必刷出70成长以上将领. params=[]",,,126/125,cat1/p2/good126/价1=1500/价2=0; cat6/p1/good125/价1=1500/价2=0,,27,0xbb1b,00000000006302299f00ffff000000000000000100270000000000
387,超级悬赏令,0,普通/功能道具,古有七擒孟获，今有超级悬赏!可与悬赏令效果叠加.,40,"effect#40 增加2倍俘虏玩家将领的几率,效果持续1小时 params=[1]",,,156,cat2/p1/good156/价1=200/价2=0,,31,0xc4eb,000000000063012eeb00ffff00000000000000010028010000000100000000
575,疾风符,0,普通/功能道具,疾如风，徐如林！提升军队攻击速度5%，持续24小时！,44,"effect#44 提升军队的攻击速度5%,持续24小时. params=[5, 24]",,,169,cat1/p1/good169/价1=30/价2=300,,35,0x10ff3,00000000006301306b01ffff0000000000000001002c02000000050000001800000000
576,大疾风符,0,普通/功能道具,追风逐影，迅疾如雷！迅速提升军队攻击速度10%，持续24小时！,44,"effect#44 提升军队的攻击速度10%,持续24小时. params=[10, 24]",,,170,cat1/p1/good170/价1=200/价2=0,,35,0x1106d,00000000006301306c01ffff0000000000000001002c020000000a0000001800000000
577,天罡北斗,0,普通/功能道具,全面启动玄门阵法，瞬间提升军队攻击速度15%，持续24小时！,44,"effect#44 提升军队的攻击速度15%,持续24小时. params=[15, 24]",,,185,cat6/p3/good185/价1=600/价2=0,,35,0x110f7,00000000006301306d01ffff0000000000000001002c020000000f0000001800000000
595,花釉梅瓶,0,普通/功能道具,制作精良的花瓶。,42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x1178c,000f0000006303304900ffff0000000000000001002a02000000080000000400000000
596,水点桃花碗,0,普通/功能道具,"漂亮的瓷碗,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x117db,000f0000006303304a00ffff0000000000000001002a02000000080000000400000000
597,一箱银币,0,普通/功能道具,"满满一箱银币,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",是,,,,,35,0x11852,000f0000006303304b00ffff0000000000000001002a02000000080000000400000000
598,青花瓷瓶,0,普通/功能道具,"名匠所制,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x118c9,000f0000006303304c00ffff0000000000000001002a02000000080000000400000000
599,缠丝玛瑙,0,普通/功能道具,"稀有的玛瑙,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x1193a,000f0000006303304d00ffff0000000000000001002a02000000080000000400000000
600,紫晶洞,0,普通/功能道具,"天然紫晶矿,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x119ae,000f0000006303304e00ffff0000000000000001002a02000000080000000400000000
601,双耳瓶,0,普通/功能道具,"前朝工艺巅峰,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x11a1f,000f0000006303304f00ffff0000000000000001002a02000000080000000400000000
602,金佛像,0,普通/功能道具,"纯金佛像,赏赐属下加8忠诚,赠送敌方降4忠诚",42,"effect#42 赏赐我方文官加8忠诚，赠送他人文官降4忠诚 params=[8, 4]",,,,,,35,0x11a93,000f0000006303305000ffff0000000000000001002a02000000080000000400000000
603,古剑,0,普通/功能道具,锋利的古代配剑。,42,"effect#42 赏赐我方文官加12忠诚，赠送他人文官降6忠诚 params=[12, 6]",,,,,,35,0x11b01,000f0000006303305100ffff0000000000000001002a020000000c0000000600000000
604,灵芝,0,普通/功能道具,"天赐灵药,赏赐属下加12忠诚,赠送敌方降6忠诚",42,"effect#42 赏赐我方文官加12忠诚，赠送他人文官降6忠诚 params=[12, 6]",,,,,,35,0x11b4a,000f0000006303305200ffff0000000000000001002a020000000c0000000600000000
605,碧玺,0,普通/功能道具,"稀有的珍宝,赏赐属下加12忠诚,赠送敌方降6忠诚",42,"effect#42 赏赐我方文官加12忠诚，赠送他人文官降6忠诚 params=[12, 6]",,,,,,35,0x11bb6,000f0000006303305300ffff0000000000000001002a020000000c0000000600000000
606,绿松石串,0,普通/功能道具,"西域特产宝石,赏赐属下加12忠诚,赠送敌方降6忠诚",42,"effect#42 赏赐我方文官加12忠诚，赠送他人文官降6忠诚 params=[12, 6]",,,,,,35,0x11c25,000f0000006303305400ffff0000000000000001002a020000000c0000000600000000
607,水晶花,0,普通/功能道具,"水晶雕刻成的花朵,赏赐属下加12忠诚,赠送敌方降6忠诚",42,"effect#42 赏赐我方文官加12忠诚，赠送他人文官降6忠诚 params=[12, 6]",,,,,,35,0x11c9d,000f0000006303305500ffff0000000000000001002a020000000c0000000600000000
608,十全大补丸,0,普通/功能道具,"最适将士服用,赏赐属下加16忠诚,赠送敌方降8忠诚",42,"effect#42 赏赐我方文官加16忠诚，赠送他人文官降8忠诚 params=[16, 8]",,,,,,35,0x11d18,000f0000006303305600ffff0000000000000001002a02000000100000000800000000
609,三才盖碗,0,普通/功能道具,"名贵的茶具,赏赐属下加16忠诚,赠送敌方降8忠诚",42,"effect#42 赏赐我方文官加18忠诚，赠送他人文官降6忠诚 params=[18, 6]",,,,,,35,0x11d93,000f0000006303305700ffff0000000000000001002a02000000120000000600000000
610,美玉,0,普通/功能道具,"名家雕刻的美玉,赏赐属下加16忠诚,赠送敌方降8忠诚",42,"effect#42 赏赐我方文官加16忠诚，赠送他人文官降8忠诚 params=[16, 8]",,,,,,35,0x11e08,000f0000006303305800ffff0000000000000001002a02000000100000000800000000
611,翡翠玫瑰,0,普通/功能道具,"翡翠雕刻而成的玫瑰,赏赐属下加16忠诚,赠送敌方降8忠诚",42,"effect#42 赏赐我方文官加16忠诚，赠送他人文官降8忠诚 params=[16, 8]",,,,,,35,0x11e7d,000f0000006303305900ffff0000000000000001002a02000000100000000800000000
612,蓝宝石,0,普通/功能道具,稀有的天蓝色宝石。,42,"effect#42 赏赐我方文官加20忠诚，赠送他人文官降10忠诚 params=[20, 10]",,,,,,35,0x11efe,000f0000006303305a00ffff0000000000000001002a02000000140000000a00000000
613,稀有的狼皮,0,普通/功能道具,"威风且保暖,赏赐属下加20忠诚,赠送敌方降10忠诚",42,"effect#42 赏赐我方文官加20忠诚，赠送他人文官降5忠诚 params=[20, 5]",,,,,,35,0x11f4d,000f0000006303305b00ffff0000000000000001002a02000000140000000500000000
614,黑陶砚台,0,普通/功能道具,"最适赠与风雅之士,赏赐属下加20忠诚,赠送敌方降10忠诚",42,"effect#42 赏赐我方文官加20忠诚，赠送他人文官降0忠诚 params=[20, 0]",,,,,,35,0x11fc6,000f0000006303305c00ffff0000000000000001002a02000000140000000000000000
636,军团名帖,0,普通/功能道具,军团易名之物。\n用于修改军团名称，仅限军团长使用，每次修改消耗1个。,45,effect#45  params=[],,,178,cat2/p1/good178/价1=300/价2=0,,27,0x12a38,ffff000000630030a900ffff0000000000000001002d0000000000
637,诏书,0,普通/功能道具,奉天诰命，昭告天下。\n用于修改自建国国号或者自建国名称，仅限自建国王使用，每次修改消耗1个。\n,46/47,effect#46  params=[] | effect#47  params=[],,,177,cat2/p1/good177/价1=600/价2=0,,30,0x12ac9,ffff000000630030ab00ffff0000000000000002002e00002f0000000000
709,将印,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力.",35,"effect#35 增加将领的统帅值5%,持续24小时. params=[5, 24]",,,187,cat1/p4/good187/价1=50/价2=0,,35,0x14813,00010000006302314700ffff0000000000000001002302000000050000001800000000
710,帅印,0,普通/功能道具,"用来调兵遣将的兵符,可以用来提升将领的统帅能力.",35,"effect#35 增加将领的统帅值10%,持续24小时. params=[10, 24]",,,186,cat1/p4/good186/价1=100/价2=0,,35,0x14888,00010000006302314a00ffff00000000000000010023020000000a0000001800000000
